序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
1623,软件开发工程师,PON软件测试工程师(J24900),8-10k,青岛-崂山区,3-5年-本科-软件测试,3-5年-本科-软件测试,青岛海信宽带多媒体技术有限公司,电子/半导体/集成电路-2000-5000人,青岛-崂山区,电子/半导体/集成电路-2000-5000人,"工作职责:
1、负责宽带终端产品PON相关功能的软件测试工作。
2、根据产品规格和测试需求，设计PON测试用例。
3、负责PON功能测试环境的搭建、测试执行、缺陷提交。
4、参与其他功能的软件测试。
","任职资格:
1、学历： 本科及以上学历
2、专业： 通信、信息、电子类等相关专业
3、工作经验： 2年及以上PON软件开发或者测试经验
4、知识要求： 精通OMCI的基本理论，熟悉行业标准；具有丰富的PON软件软件开发或者测试经验，能独立承担PON软件测试工作。
5、能力要求：良好的沟通协调能力和语言表达能力，工作积极主动认真细致，学习能力强，具备创新能力和团队精神。"
1624,软件开发工程师,软件开发产品经理,25-50k,青岛,5-10年-统招本科-教育行业-产品设计-市场调研-团队管理-产品规划-需求调研-原型设计-产品优化-竞品分析,5-10年-统招本科-教育行业-产品设计-市场调研-团队管理-产品规划-需求调研-原型设计-产品优化-竞品分析,某大型学校教育公司,学校教育-融资未公开-10000人以上,青岛,学校教育-融资未公开-10000人以上,"1.根据学校相关部门对于产品的需求，制定产品规划和版本迭代实施计划。
2.根据具体需求，除了自行开发产品之外，还需要寻找对接合适的第三方应用软件，进行采买以及合作。
3.组织完成具体产品的需求调研、分析、评审，编写需求分析文档
4.市场调研和竞品分析，发现创新或改进产品的潜在机会。
5.组织完成产品原型设计、评审，编写设计文档.
6.跟踪产品开发进度，监控应用开发质量，确保系统符合需求。
7.编写产品培训手册，以及相关的宣传推广材料。
8.采集并分析其他部门沟通需求、反馈和市场调查分析，创新产品

","岗位要求：
1.三年以上互联网及传统大型软件的产品开发经验与团队管理经验，有多个成功的产品设计案例，教育行业产品优先。
2.较强的产品规划能力，能够紧密结合战略规划实施产品策路。
3.有丰富的需求调研和竞品分析经验，较强的逻辑思维与分析能力。
4.出色的表达与沟通能力，文档写作能力和产品原型表现能力。
5.追求卓越的产品品质，良好的沟通能力和团队合作精神"
1625,软件开发工程师,动力总成域控制器（ECU、VCU、FCCU、BMS）基础软件开发_BCSC,15-25k·13薪,无锡-滨湖区,经验不限-学历不限-功能开发-模块开发,经验不限-学历不限-功能开发-模块开发,博世创新软件开发(无锡)有限公司,整车制造-100-499人,无锡-滨湖区,整车制造-100-499人,,
1626,软件开发工程师,嵌入式软件开发工程师-消防3c电子产品,11-20k,成都-双流区,5-10年-统招本科-嵌入式软件开发-架构设计-C语言-单片机-smt32-底层信号处理,5-10年-统招本科-嵌入式软件开发-架构设计-C语言-单片机-smt32-底层信号处理,某成都电气机械/器材公司,电气机械/器材-融资未公开-100-499人,成都-双流区,电气机械/器材-融资未公开-100-499人,"职位要求：单片机，smt32，底层信号处理
工作经验：5-10年 学历要求：本科及以上
职位描述
岗位职责：
1. 根据计划，相应制定软件开发计划，带领团队完成软件开发工作。
2. 负责相关产品的整体架构设计，关键功能模块设计。
3. 负责把控开发质量，解决产品开发中的关键问题和难点问题。
4. 负责编写产品核心代码。
5. 负责产品文档的撰写。

","岗位要求：
1. 大学本科及以上学历，精通C语言，5年以上嵌入式软件开发经验。
2. 具有量产产品开发经验。
3. 具备良好的文档编写习惯和代码编程规范。
4. 有较强的分析、研究和解决问题的能力。
5. 具有良好的沟通能力、学习能力及一定的抗压能力。
6. 具备团队管理经验者优先。"
1627,软件开发工程师,车身软件开发岗,15-30k·15薪,芜湖-弋江区,经验不限-统招本科-试验测试-软件开发-软件架构设计-功能开发-系统开发,经验不限-统招本科-试验测试-软件开发-软件架构设计-功能开发-系统开发,奇瑞集团,其他行业-融资未公开-5000-10000人,芜湖-弋江区,其他行业-融资未公开-5000-10000人,,
1628,软件开发工程师,整车控制策略软件开发工程师,18-40k·15薪,北京-大兴区,3-5年-本科-设计开发-策略开发-软件开发,3-5年-本科-设计开发-策略开发-软件开发,北京汽车研究总院,整车制造-1000-2000人,北京-大兴区,整车制造-1000-2000人,"职责描述： 
1.开发整车控制策略； 
2.开发整车控制策略软件； 
3.混动控制策略的设计开发； 
4.标杆车的整车控制策略对标分析； 
5.管理整车控制策略软件开发文档； 
6.提供研发产品故障排查及售后技术支持。 
","任职要求： 
1.本科及以上，汽车、自动控制、计算机等相关专业； 
2.熟练掌握建模的相关基础知识，具备自动代码生成的相关基础知识； 
3.掌握Matlab/simulink建模，掌握数据采集、分析软件的技能； 
4.能够撰写相关控制策略文档，并给出测试、标定相关指导。"
1629,软件开发工程师,高级软件开发产品经理,11-22k·15薪,厦门-翔安区,5-10年-本科,5-10年-本科,厦门强力巨彩光电科技有限公司,电子/半导体/集成电路-1000-2000人,厦门-翔安区,电子/半导体/集成电路-1000-2000人,"职责描述：
1、软件产品从业务调研、需求分析、产品规划、产品开发、发布上市退市和产品迭代升级的整个流程；
2、需求管理、软件架构设计、软件原型设计和交互设计；
3、进行管理和分析数据；
","任职要求：
1、本科以上学历，5年以上软件产品开发经验和5年以上软件产品经理经验；
2、熟悉软件产品从业务调研、需求分析、产品规划、产品开发、发布上市退市和产品迭代升级的整个流程，并熟练掌握相应的工具和方法；
3、具备需求管理、软件架构设计、软件原型设计和0交互设计的实践经验；
4、客户导向、结果导向思维，有解决问题并持续改进的意愿和动力；
5、能够管理和分析数据，以获得有意义的洞察，较强的分析、诊断、解决问题的能力；
6、擅长跨团队协作，有较强的组织能力与领导力；
7、具有有线、无线通信协议开发基础者优先：
8、具有LED控制系统软件开发经验者优先。"
1630,软件开发工程师,Adas高级软件测试开发工程师,15-30k·14薪,苏州-工业园区,5-10年-本科-测试开发-软件测试-自动化测试,5-10年-本科-测试开发-软件测试-自动化测试,知行汽车科技(苏州)有限公司,汽车零部件及配件-100-499人,苏州-工业园区,汽车零部件及配件-100-499人,,
1631,软件开发工程师,软件测试经理,10-20k,北京-昌平区,5-10年-统招本科-单元测试-C++-Java-白盒测试-黑盒测试-静态测试-自动化测试-C语言,5-10年-统招本科-单元测试-C++-Java-白盒测试-黑盒测试-静态测试-自动化测试-C语言,北京关键科技股份有限公司,互联网-融资未公开-100-499人,北京-昌平区,互联网-融资未公开-100-499人,"岗位职责
1、 全面负责软件测评实验室工作；
2、 负责组织软件测评实验室内部的各项工作会议，并定期召开部门例会；
3、 负责软件测评实验室人员的调配、招聘、考核等管理工作；
4、 制定培训计划，提升本部门人员的测试技能与测试业务能力；
5、 定期更新所承接的测试项目执行情况，解决测试项目实施过程中遇到的问题；
6、 参与CNAS实验室质量评审工作；
7、 制定测试项目的对外报价方案，配合技术服务部完成测试项目报价；
8、 配合其它部门开展工作，向其它部门提供必要的工作支持。

","任职要求
1、本科及以上学历，计算机、软件工程、电子信息等相关专业；
2、具备5年以上软件测评实验室或者部门管理经验；
3、熟悉CNAS检验检测机构的质量管理体系；
4、熟悉Jun工行业的测试标准，具备配置项测试、单元测试、安全测试等经验；
5、具备良好的领导管理能力，能对部门进行良好的管理；
6、具备敏锐的思维能力和创新意识；
7、具备良好的沟通协调能力；
8、能够适应出差。"
1632,软件开发工程师,嵌入式软件开发,22-35k,深圳-南山区,经验不限-学历不限-路由器-交换机-Linux-C/C++,经验不限-学历不限-路由器-交换机-Linux-C/C++,某国内计算机硬件上市公司,计算机硬件-已上市-10000人以上,深圳-南山区,计算机硬件-已上市-10000人以上,"岗位职责：
1.负责FTTx(光猫)、MiFi（移动路由器）、CPE、Router、Mesh产品开发，调试，验证；
2.负责外设驱动及相关应用开发；
3.负责LAN，WAN，WIFI，Routing等功能的开发；
4.负责性能及功耗调优；
5.负责客户定制软件需求的实现；
6.负责设计文档和问题总结文档的编写。
","岗位要求：
1、5年以上嵌入式软件开发经验 ,3年以上FTIX路由器开发经验，熟悉相关协议及功能，熟悉DHCP/Frewal/iptale/WALAN相关功能
2.精通linux驱动开发，熟USB，I2C，PCI等；
3.精C语言，熟悉嵌入式Linux系统构成，熟练使用Linushell常用指令，熟悉python者佳
4.有Linux系统，OpenWRT系统路由功能优先；
5.有高通平台软件开发经验优先。
6.良好的编程规范和团队合作开发及沟通能力
7.执行力强，有责任心，积极主动，能独立承担工作，并具有很强的学习能力和领悟能力"
1633,软件开发工程师,软件开发测试工程师-system,20-50k,上海-浦东新区,3-5年-统招本科-Python-RTOS-C/C++-Linux,3-5年-统招本科-Python-RTOS-C/C++-Linux,特斯拉汽车（北京）有限公司,新能源汽车-10000人以上,上海-浦东新区,新能源汽车-10000人以上,,
1634,软件开发工程师,VCU软件开发,20-50k,深圳-坪山区,经验不限-本科-AUTOSAR-VCU-新能源汽车-动力系统-MATLAB-C/C++-python-插电式混合动力汽车-混合动力整车控制器,经验不限-本科-AUTOSAR-VCU-新能源汽车-动力系统-MATLAB-C/C++-python-插电式混合动力汽车-混合动力整车控制器,BYD,电子/半导体/集成电路-已上市-10000人以上,深圳-坪山区,电子/半导体/集成电路-已上市-10000人以上,,
1635,软件开发工程师,测试软件开发工程师,15-25k,青岛-崂山区,3-5年-统招本科-软件测试-测试开发-系统测试-功能测试,3-5年-统招本科-软件测试-测试开发-系统测试-功能测试,小派科技,智能硬件-C轮-100-499人,青岛-崂山区,智能硬件-C轮-100-499人,"岗位职责:
1.负责测试平台的系统架构设计与搭建；
2.负责进行完整的测试系统设计与调试；
3.负责测试软件的设计和代码编写调试以及相关代码的维护与发布工作；
4.配合产品软硬件开发进行产品的测试功能开发调试工作；
5.负责相关软件代码，各种开发文档与测试系统使用文档的维护与发布工作；
6.配合NPI/TE，进行测试系统的部署调试以及相关使用培训；

","任职要求:
1.3年以上上位机软件开发经验，有生产测试软件，测试系统架构设计与搭建经验者优先；
2.精通软件界面、数据处理、端口协议（如GPIB，PCI，PXI，USB，RS232等），有运动控制卡，IO卡以及机械手控制开发经验者优先；
3.精通熟练掌握C#/C++，VS或LabVIEW，OpenCV，Halcon等语言；
4.对生产上传数据系统熟悉，熟练使用数据流，以及各种通讯方式者优先；
5.有良好的中英文书面及口头沟通能力者优先；
6.拥有较强的敬业精神与工作责任心，较强的团队合作意识，较强的文档写作能力；"
