序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
952,软件开发工程师,高级Java开发工程师,45-70k·14薪,北京,经验不限-统招本科-系统开发-IT/信息化领域,经验不限-统招本科-系统开发-IT/信息化领域,某知名公司,科技推广服务-2000-5000人,北京,科技推广服务-2000-5000人,"岗位职责
负责在架构师的指导下完成对UGS系统的成本及布署优化，负责企业级管理软件系统开发。
熟练掌握Java相关应用开发技术体系，能够独立完成子系统设计和实现
","岗位要求
本科及以上学历
具有6年以上java开发经验
具有丰富的互联网或IT企业管理软件领域开发经验
良好的沟通力和执行力"
953,软件开发工程师,研发高级工程师（Java开发）,40-50k·13薪,北京,5-10年-统招本科-系统开发,5-10年-统招本科-系统开发,某知名saas企业,互联网/电商-C轮-500-999人,北京,互联网/电商-C轮-500-999人,"岗位职责：
1、参与和负责结算SaaS等系统设计与开发；
2、按时、独立、高质量地完成工作，确保相关代码逻辑的健壮性与正确性；
3、独立完成部分系统的系统分析以及详细的系统设计文档的撰写；
","任职要求：
1、本科及以上学历，计算机相关专业；数据结构与算法基础扎实；
2、5年及以上Java开发经验，有支付、结算相关经验优先；
3、熟练掌握 Spring Boot、MySQL、Redis、MQ等技术；熟练使用K8S更佳；
4、熟练掌握软件开发流程，具备良好的系统分析和设计能力；编程规范，有技术热情；"
954,软件开发工程师,Java开发项目经理,20-30k,北京-顺义区,3-5年-统招本科-框架开发-框架设计-架构设计-功能开发-模块开发,3-5年-统招本科-框架开发-框架设计-架构设计-功能开发-模块开发,中航材利顿航空科技有限公司,其他行业-100-499人,北京-顺义区,其他行业-100-499人,"岗位职责
1．参与项目需求分析、业务讨论、设计工作，评估需求的技术可行性和技术难点；
2．负责项目管控，配合公司pmo完成项目管理工作
3．负责项目的技术框架选型，编写接口规范、编码规范等文档；
4．负责系统架构设计、搭建、数据库设计、核心功能代码的编写；
5．负责对架构进行优化，持续改进性能、可扩展性、稳定性、安全性。

6．需要中长期出差，无法出差的请不要投递
","任职要求：
1．计算机或相关专业，统招本科或以上，工作细致、善于思考，5年以上Java经验，有知名公司工作经验优先；
2．负责规划云平台建设，包括云端架构、安全架构、集成架构等的方案设计；
3．具备扎实的Java基础，深入了解http原理、socket通讯，熟悉主流开源框架，精通SpringCloud、MyBatis、SOA、微服务、消息中间件；
4．负责设定业务边界，业务模块间的交互及API的定义、接口规范；以及核心功能的设计与编码工作；
5．对面向对象有深刻的理解、熟悉常用设计模式；
6．精通MySQL、Oracle、Redis、Mongodb、HBase等数据库设计、性能优化、存储优化；
7．掌握架构设计方法，独立负责过云平台系统架构设计者优先；
8．有强烈的责任心、善于沟通、具有团队合作精神，善于编写技术文档；
9．有做过大型项目技术PM者优先。
10.需要出差，无法出差的请不要投递"
955,软件开发工程师,Java开发工程师-光谷融众国际,10-16k,武汉-洪山区,3-5年-本科-Spring Boot-Mybatis-Spring-后端开发-银行领域-金融领域,3-5年-本科-Spring Boot-Mybatis-Spring-后端开发-银行领域-金融领域,京北方信息,互联网-其他股票市场上市-10000人以上,武汉-洪山区,互联网-其他股票市场上市-10000人以上,,
956,软件开发工程师,高级Java开发工程师,40-60k·14薪,北京,经验不限-统招本科-JVM-架构设计-RocketMQ-Java-MongoDB-Redis-MySQL-Cassandra-Elasticsearch,经验不限-统招本科-JVM-架构设计-RocketMQ-Java-MongoDB-Redis-MySQL-Cassandra-Elasticsearch,某知名计算机软件公司,计算机软件-B轮-100-499人,北京,计算机软件-B轮-100-499人,"岗位描述
负责交易核心业务(计价引擎、匹配调度、位置轨迹、安全)相关架构设计与研发工作，涉及十万级QPS高并发高性能实时计算场景、复杂业务场景。大量运用分布式算法、自研网格计算、自研分布式任务计算、自研分布式缓存系统。
1. 负责交易链路业务需求研发工作；
2. 参与系统架构优化与升级；
3. 通用化与业务解耦方向，参与引擎模块、通用业务框架研发；
4. 处理线上业务报警、线上问题，参与节日服务保障；
5. TL人选储备。
","岗位要求
1. 要求5年Java开发经验，2年以上10人团队管理经验；有高性能、高并发、高可用性分布式系统相关的工作经验。
2. 基础功扎实，包括java并发编程、数据结构、经典工程算法、JVM原理；
3. 熟练运用mysql、redis、rocketmq、elasticsearch、hbase、Cassandra、mongodb其中任意三种；
4. 熟悉linux系统，能够熟练进行线上问题排查；
5．有强烈的责任心和团队合作精神，良好的团队合作能力、沟通能力、抗压能力，心态积极，能主动融入团队。"
957,软件开发工程师,Java开发,14-22k,广州-海珠区,3-5年-本科-Java-React,3-5年-本科-Java-React,某金融IT公司,计算机软件-已上市-5000-10000人,广州-海珠区,计算机软件-已上市-5000-10000人,,
958,软件开发工程师,JAVA开发高级专家,50-80k·14薪,北京,5-10年-统招本科-架构设计-框架设计-框架开发-Java-消息队列-MongoDB-Redis-Elasticsearch,5-10年-统招本科-架构设计-框架设计-框架开发-Java-消息队列-MongoDB-Redis-Elasticsearch,某杭州大型互联网公司,互联网-战略融资-10000人以上,北京,互联网-战略融资-10000人以上,"岗位描述：
1. 规划应用系统的技术架构，能够与开发团队中其它成员共同开发有效沟通，包括产品经理、TL、其它工程师，参与需求分析、架构设计、技术决策以及详细设计;
2. 优化现有系统的性能，解决系统中的关键问题和技术难题;
3. 把握复杂系统的设计，确保系统的架构质量，核心部分代码编写、指导和培训工程师、不断进行系统优化;
4. 带领团队攻克例如大数据量、高并发、高可用等带来的各种挑战及技术难关;
5. 负责系统应用架构的规划并推进规划落地;
6. 相关领域前沿技术研究和技术创新;
","岗位要求：
1. 负责过公司有影响力的中间件或大型项目的设计和研发工作，并取到结果;
2. JAVA基础扎实，熟悉IO、多线程、集合等基础框架，深入理解 JVM 原理；;熟悉分布式、缓存、消息等机制；有良好的编码规范;
3. 精通 Java 及面向对象设计开发，有良好的设计、建模和表达能力; 熟悉常见设计模式与使用场景;
4. 5年以上使用JAVA进行大型复杂分布式互联网 WEB 系统设计的经验, 熟悉微服务、异步框架、集群与负载均衡，消息中间件等技术，精通目前流行开源框架和技术(spring/springmvc/springcloud/mybatis/netty等);
5. 熟悉典型的分布式系统的构建; 熟悉大数据量、高并发、高性能的分布式系统的设计及应用、调优; 具有准确把握技术选型与业务本身匹配度及技术选型本身的优缺点的能力;
6. 熟悉MySQL等关系型数据库，以及相应数据库调优，熟悉MongoDB，ES，HBase，Redis等NOSQL技术;
7. 有地图POI领域相关经验优先;
8. 具有强烈的责任意识和开放的心态，善于学习，不断进步，乐于分享. 有刻苦钻研和创新精神，有团队精神，能承受一定的工作压力。"
959,软件开发工程师,Java开发工程师-仓储&物流线,13-22k·13薪,重庆-江北区,1-3年-本科-WMS系统-电子商务-跨境电商,1-3年-本科-WMS系统-电子商务-跨境电商,重庆异连科技有限公司,电子商务-100-499人,重庆-江北区,电子商务-100-499人,"工作内容

1.负责公司物流&仓储信息化、数字化建设;

2.主导部门内重大项目的业务分析,架构概要设计和开发工作作;

3.深入理解业务,围绕业务发展、产品规划等做技术规划,并且能够驱动落地;

4.为团队引入创新技术,创新解决方案,以技术创新驱动业务,为物流&仓储业务新突破贡献力量。

","岗位要求

1.全日制统招本科,计算机及相关专业优先;

2.2年以上Java开发工作经验,基础扎实;

3.熟悉dubbo,RocketMQ,Nacos等常见主流中间件,了解k8s并有过大规模分布式系统开发经验;

4.有电商研发经验优先;

5.有物流&仓储领域经验优先;"
960,软件开发工程师,快速原型Python工程师,23-35k·14薪,上海-黄浦区,5-10年-统招本科-Linux-AI算法应用-数据爬取分析,5-10年-统招本科-Linux-AI算法应用-数据爬取分析,现代汽车中国前瞻数字研发中心,整车制造-100-499人,上海-黄浦区,整车制造-100-499人,"职责描述:
1. 负责Python应用程序开发
2. 负责开源AI算法应用调试
3. 配合快速原型工程师完成快速原型验证

","任职要求:
1. 本科及以上学历，计算机、软件工程等相关专业
2. 五年以上Python开发经验
3. 精通Python应用开发，掌握Python数据结构与常用算法
4. 熟悉Linux环境，了解http等网络协议
5. 熟悉mysql，熟悉主流nosql数据库
6. 了解pandas, numpy
7. 较强的沟通能力，能够积极主动解决问题
8. 有AI算法应用开发经验者优先
9. 熟悉scrapy等爬虫框架，有数据爬取分析经验者优先"
961,软件开发工程师,嵌入式软件开发,18-45k·13薪,广州-黄埔区,1-3年-本科-Qt-系统开发-界面开发-R语言-Qt Creator,1-3年-本科-Qt-系统开发-界面开发-R语言-Qt Creator,北京流马锐驰科技有限公司,专业技术服务-A轮-50-99人,广州-黄埔区,专业技术服务-A轮-50-99人,"

岗位职责：
基于嵌入式系统下的底层开发，主要为系统移植、常见外设接口等；
","任职资格：
1、熟练掌握C/C++/python编程语言、熟悉Xshell开发工具，熟悉ARM系统体系架构，需熟练使用Linux环境开发；
2、掌握uboot及底层系统移植；
3、熟练linux环境下的常见外设(spi、CAN、Ethernet、USB、HDM等I)底层驱动开发；
4、本科及以上学历，车辆、通信工程、电子、计算机等专业；
5、2年以上嵌入式软件开发经验；
加分项：
1、有完成量产产品设计经验者优先；
2、有基于车载电子产品程序开发经验者优先"
962,软件开发工程师,高级电气工程师,15-30k·14薪,上海-浦东新区,3-5年-硕士-半导体-精密仪器,3-5年-硕士-半导体-精密仪器,优睿谱,电子/半导体/集成电路-A轮-50-99人,上海-浦东新区,电子/半导体/集成电路-A轮-50-99人,"岗位职责:
1. 与光学、机械、软件等工程师合作，负责设备电路系统的设计方案、架构设计，并执行开发与测试。
2. 负责元器件选型，原理图设计以及外协PCB制作和Layout等，负责供应商开发与管理。
3. 依据行业标准及相关安全要求进行电气设计工作，积极参与设计评审工作以使得设计满足指标要求。
4. 负责配合系统工程师，机械工程师解决硬件和系统之间的装配和布局布线。
5. 负责配合软件工程师解决调试和测试过程中存在的问题。
6. 负责子系统验证测试，按公司要求编写相关设计文档和标准化资料并完成归档。

","任职要求：
1．电子、电气、自动化等相关专业硕士及以上学历。
2．熟悉模拟电路设计和数字电路设计等，丰富的电气工程开发及设计经验。
3．熟悉工业通信协议，了解分布式I/O控制系统尤佳。
4. 丰富的电气原理设计经验，能独立完成电路设计，熟悉电子电路的原理设计、PCB设计，熟悉专业软件；
5. 热爱技术，较强的学习能力和沟通能力，注重工作效率，能够自我驱动；较强的团队合作意识，执行力强、工作积极主动，讲求质量和效率电力电子相关专业；较强的创新意识，良好的沟通能力和协作精神；团队意识强，有高度的团队合作精神及敬业精神；
6. 熟悉python编程或者其它诊断软件开发者优先；
7. 有实时系统开发、远动控制、机电控制、工业设备、医疗仪器、精密仪器开发经验值优先。"
963,软件开发工程师,[量化金融]-Python软件开发工程师,50-80k·30薪,深圳,经验不限-本科-系统开发-框架设计-框架开发-Kubernetes-容器,经验不限-本科-系统开发-框架设计-框架开发-Kubernetes-容器,多家百亿私募量化公司,基金/证券/期货-融资未公开-1-49人,深圳,基金/证券/期货-融资未公开-1-49人,"只要您在私募量化金融公司工作，就欢迎聊一聊，因为我的客户较多，岗位繁杂，无法一一摆在平台上。
初步阶段会帮您保密隐私信息（姓名、公司等），直到发起面试等。
目前全国有30家百亿私募量化基金公司，其中有25家是我司的客户，另外还有一百多家规模几亿到几十亿的量化私募公司，自营和资管都有。
地点北京、上海、深圳为主，杭州、成都、香港、西安及Singapore、New York等城市也有少数岗位。

薪资无上限，这里的薪资是因为系统限制无法写得更高。
本岗位接受优秀的应届生。

岗位职责：
根据不同公司需求与个人能力的不同，任选其一或多项：
1.交易系统开发
2.回测系统开发
3.机器学习平台/框架开发
4.全栈开发
5.数据开发
6.FPGA开发
7.交易清算开发
8.高性能硬件开发
9.运维开发
10.测试开发
11.异构系统开发
12.K8s foundation：为生产与业务提供稳定、易用且安全的 K8s 运行时，重点关注 K8s 集群、容器镜像、K8s 上中间件 等的范式定义与管控
13.App delivery：基于云原生定义应用的标准运行时，设计与实现应用交付框架，集成其他生产工具与中间件，使得应用可以通过一个统一入口就享受到各种标准组件对全开发生命周期的支持
14.Microservices：定义微服务化的最佳实践，重点关注 RPC、Service Mesh、API Gateway 等问题，提供平台级的管控和使用体验，支持其他技术团队落地微服务化
7.Observability：践行可观测性的最佳实践，主要包括 监控 (Prometheus/Grafana) 、日志 (ELK) 、Tracing (Jaeger) 等
15.Dev tools：开发与维护一系列产品与服务，应用于软件开发的整个生命周期，主要包括 CI、CD、发布、包管理 等，关注标准化和易用性
16.Internal tools：开发与维护一系列内部工具，提升日常开发与运作效率，例如：高效且安全的开发环境、方便易用的集成测试系统、日常管理自动化与运作工具链 等
17.Cloud efficiency：持续提升云上效率，例如： 践行 IaC 的最佳实践、优化 阿里云/AWS 账单、提供标准的云上中间件、保障云上安全性 等
18.Security & compliance：开发与维护一系列安全相关的产品与工具，主要包括 鉴权与授权管理、审计与安全风险探测、secret engine、 policy engine、对生产资料的加密保护 等

19.其他任何在私募量化基金公司的开发岗位

","任职要求：
熟练掌握 C++ / Python / GoLang / Rust / Java 中的至少一门语言，了解多种者更佳
"
964,软件开发工程师,自动化测试-python,10-14k,上海-杨浦区,3-5年-统招本科-自动化测试-功能测试,3-5年-统招本科-自动化测试-功能测试,软通动力,互联网-10000人以上,上海-杨浦区,互联网-10000人以上,,
965,软件开发工程师,python开发工程师,16-30k,杭州-西湖区,1-3年-统招本科-python,1-3年-统招本科-python,浙商期货,基金/证券/期货-500-999人,杭州-西湖区,基金/证券/期货-500-999人,"职责描述：
1.负责后台的Python程序开发
2.负责数据的提取、清洗、转换、存储等相关的工作

","任职要求：
1.全日制本科及以上学历，2年及以上开发经验。
2.熟练Python开发,具有至少一年Python项目经验。
3.熟练掌握SQL增删改查等基础操作，熟悉至少一种数据库MySQL/PostgreSQL/SQL Server等。
4.有良好的编程风格，有良好的测试习惯。
5.心态平稳，工作风格细致耐心者优先
"
966,软件开发工程师,"自动化(Python,X86)工程师G00115",15-22k·13薪,上海-浦东新区,3-5年-本科-测试开发-自动化测试-Python-Linux-Windows-PC-嵌入式-X86,3-5年-本科-测试开发-自动化测试-Python-Linux-Windows-PC-嵌入式-X86,思迹信息技术(苏州)有限公司,电子/半导体/集成电路-100-499人,上海-浦东新区,电子/半导体/集成电路-100-499人,,
967,软件开发工程师,高级Python开发工程师,15-25k·13薪,长沙,经验不限-本科-Qt-系统开发-框架设计-框架开发-D语言-Qt Creator-Windows,经验不限-本科-Qt-系统开发-框架设计-框架开发-D语言-Qt Creator-Windows,某长沙计算机软件公司,计算机软件-1-49人,长沙,计算机软件-1-49人,"职位描述
1、负责使用pyQT5开发windows系统桌面应用软件的工作；
2、具备独立完成软件模块的设计、编码任务的能力，按时完成上级分配的工作任务；
3、配合测试人员进行程序单元、功能的测试，查出软件存在的BUG并修复，保证软件质量；
4、完成编写软件设计开发文档、说明文档的工作；
5、完成上级指派的其它工作任务，及时向上级汇报工作进度；




","岗位要求：
1、计算机相关专业，本科以上学历，985本科毕业优先，5年以上Qt开发相关经验；熟悉GUI图形界面开发；
2、掌握Python开发语言；熟练掌握PyQt5开发框架，能够基于PyQt5完成多线程应用软件及相关GUI开发；
3、熟悉PyQt等GUI开发库，有良好的编码规范；
4、熟悉 Qt 框架的通信机制（信号与槽）；
5、熟悉MySQL等常用数据库开发，熟练掌握SQL语句；
6、熟悉多进程、多线程编程，熟悉网络编程； 
7、有良好的自驱力、学习能力和沟通及表达能力。
8、良好的分析和解决问题的能力，喜欢探索新的技术；
9、良好的英文阅读和写作能力，良好的团队合作能力。

"
968,软件开发工程师,运维开发-日语-python-日铁,18-24k,上海-黄浦区,5-10年-大专-Python-项目管理-日语-日语N1,5-10年-大专-Python-项目管理-日语-日语N1,上海迅傲科技集团有限公司,专业技术服务,上海-黄浦区,专业技术服务,,
969,软件开发工程师,嵌入式工程师,12-24k,杭州-临平区,5-10年-本科-Python-C++,5-10年-本科-Python-C++,杭州晟视科技有限公司,医疗器械-融资未公开-50-99人,杭州-临平区,医疗器械-融资未公开-50-99人,"岗位职责：        
1.参与产品开发，进行包括软件策划、软件需求分析、软件设计、软件编码、软件调试、软件验证及测试、软件维护等各项活动。
2.按照公司流程，完成项目各阶段相关交付物。
3.参与样机制作、调试、测试，参与技术评审、鉴定。
4.跟客户、供应商及内部各部门沟通，确保项目的顺利完成。
5.准备相关技术文档，完成技术专利申请、软件著作权登记等知识产权活动。

","任职要求：        
1.本科及以上学历，计算机、通信电子等专业，具有5年以上Linux驱动和C/C++/Python应用层等独立开发经验。
2.熟悉计算机体系架构，GPU图形算法硬件实现等优化经验；
3.熟悉QT框架、QT工作机制及应用层开发经验；
4.有JETSON ORIN AI人工智能模组平台开发经验优先；
5.有责任心、独立工作能力强、时间观念强、有团队意识"
970,软件开发工程师,Python开发工程师,10-20k,深圳-福田区,1-3年-本科-Python,1-3年-本科-Python,深圳市赢和信息技术有限公司,计算机软件-天使轮-100-499人,深圳-福田区,计算机软件-天使轮-100-499人,"岗位职责:
1.负责python程序开发；
2.数据建模；
3.负责编写项目技术文档。

","岗位要求:
1.本科以上学历，2年以上Python开发经验；
2.熟悉Python语言，能够运用Python独立完成工作，对各种框架有所了解就更好；
3.熟悉各种数据库的操作，使用过Oracle，Hive，Hbase, Mysql 等数据库使用经验更佳；
4.有较好的沟通能力，能够按要求完成分配的开发任务；
5.有基金、证券、银行、保险金融行业业务基础优先考虑；
6.有数据中心建设经验的人员优先考虑。"
971,软件开发工程师,python/C/C++/Java/Go 开发或测试工程师,14-27k·14薪,上海,经验不限-统招本科-通信领域-Android-iOS-Python-Java-C/C++,经验不限-统招本科-通信领域-Android-iOS-Python-Java-C/C++,某大型世界500强通信设备公司,通信设备-融资未公开-10000人以上,上海,通信设备-融资未公开-10000人以上,,
972,软件开发工程师,python开发工程师,10-20k,武汉,5-10年-本科-框架开发-框架设计-后端开发-Node.js-架构设计-Python-PostgreSQL-Clojure-Rust-Erlang,5-10年-本科-框架开发-框架设计-后端开发-Node.js-架构设计-Python-PostgreSQL-Clojure-Rust-Erlang,在水医方,医疗机构-融资未公开-100-499人,武汉,医疗机构-融资未公开-100-499人,"python开发工程师招聘需求，欢迎内推：
岗位职责：
1 、参与产品需求分析，完成研发框架和系统设计及详细研发计划；
2 、负责公司医疗AI产品后端开发(技术架构: openresty+postgresql+nodejs+python)；
3 、参与研发项目周期管理和部署运维；
4、输出及更新项目研发文档和必要的测试文档。
","任职要求：
1、本科以上学历，5年以上python后端开发经验；
2、精通python，熟练掌握常用框架中Flask、Django的一种；
3、至少熟练使用Mysql, PostgreSQL, Oracle等数据库中的一种；
4、有良好的编码习惯，对代码和设计质量有严格要求，重视Code Review；
5、具有良好的编程思想、沟通、团队合作精神、优秀的分析问题和解决问题的能力；具备强烈的责任心与技术执行力；
6、有爬虫、医疗行业项目、深度学习框架基础者优先；
7、使用以下任一语言超过3-6个月者优先：R、Clojure、Erlang、Haskell、Prolog、Julia、Rust、Go、Lua；
8、热爱编程，有强烈的求知欲、好奇心和进取心 ，能及时关注和学习业界最新技术。"
973,软件开发工程师,Python开发工程师-南京,20-40k·16薪,南京-雨花台区,1-3年-统招本科-网络开发-Python,1-3年-统招本科-网络开发-Python,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,南京-雨花台区,通信设备-融资未公开-10000人以上,,
974,软件开发工程师,数据开发岗（外包）,18-22k·13薪,上海,5-10年-本科-数据建模-数据开发-大数据领域-数据治理-Hadoop,5-10年-本科-数据建模-数据开发-大数据领域-数据治理-Hadoop,百年保险资管,保险-100-499人,上海,保险-100-499人,"职责描述：
1、参与公司数据服务平台的需求、设计、实施、测试、上线等工作，推动公司数据服务平台的建设及落地应用；
2、负责数据服务平台的数据模型设计、开发和运维事件的跟踪及解决；
3、参与公司数据治理工作，负责各类数据规则的制定，推动数据问题的发现、定位、处理及优化过程的管理；
4、与业务部门紧密合作，满足业务实际需求。进行干系人管理，协调各相关系统的供应商管理，保障项目正常推进；
5、配合各应用系统项目需求实施，推动公司数据赋能的各项工作落地；
6、领导交办的其他工作。

","任职要求：
1、本科及以上学历，计算机、金融、统计等相关专业；
2、五年以上数据开发经验，熟悉数据仓库基本架构，拥有Hadoop、MPP数据库等大数据生态圈实践经验，熟悉Hadoop、Spark、Hive、Yarn、Flink、Presto、Hdfs等开源大数据组件；
3、了解基金、证券、资管等行业业务基础知识，有资产管理公司相关数据项目经验优先；
4、熟悉主流BI工具（帆软、SmartBI等），具备Shell、Python、Java等开发能力；
5、拥有ITIL、PMP认证者优先；
6、善于学习，责任心强，为人正直、诚信，具有较强的沟通能力和团队协作精神，对工作积极严谨，抗压能力强，对解决挑战性问题充满热情。"
975,软件开发工程师,Python开发工程师,12-24k·13薪,广州,经验不限-统招本科-消息队列-Elasticsearch-Redis-MySQL,经验不限-统招本科-消息队列-Elasticsearch-Redis-MySQL,申迪,计算机软件-500-999人,广州,计算机软件-500-999人,"岗位职责
1.负责RPA产品平台后端业务框架的设计、研发及调优；
2.承担后台核心模块的研发，为产品发展增添新动力；
3.解决产品开发过程中的疑难问题、性能优化。

","任职要求
1.本科及以上学历，计算机、软件工程及通信等相关专业，双一流院校优先；
2.熟悉Python开发语言，熟悉MySQL/ElasticSearch/redis/消息队列等组件；
3.常用的算法、数据结构、计算机网络、操作系统及数据库等计算机基础扎实；
4.较好的学习、沟通、理解能力，关注团队协作。"
976,软件开发工程师,Python开发工程师-苏州,20-40k·16薪,苏州-工业园区,1-3年-统招本科-网络开发-Python,1-3年-统招本科-网络开发-Python,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,苏州-工业园区,通信设备-融资未公开-10000人以上,,
977,软件开发工程师,Python开发,40-60k·18薪,北京,1-3年-统招本科-MySQL-python-python web,1-3年-统招本科-MySQL-python-python web,国内TOP量化对冲基金公司,基金-融资未公开-100-499人,北京,基金-融资未公开-100-499人,"工作职责：
1，高频交易投研系统的开发维护
2，策略的实盘部署与维护，以及复盘分析
3，交易相关数据库的日常维护
4，组内python代码质量维护，包括code review等
","任职要求：
1，211/985以上本科学历，计算机，数学，物理等理工科专业
2，熟悉python的中高级特性，有开发大型python项目的经验
3，对python的常用库有着丰富的使用经验
4，熟悉mysql等数据库
5，熟悉pythonweb开发，掌握web页面交互流程
6，有良好的数据分析能力，熟悉常用的数据分析库
7，学习能力强，有较强的独立分析能力，有良好的沟通能力和团队合作精神
工作地点：北京"
978,软件开发工程师,资深数据仓库专家,60-90k·24薪,深圳-南山区,5-10年-本科-数据建模-数仓开发-Flume-Spark-数据架构-HBase-Hadoop-Kafka,5-10年-本科-数据建模-数仓开发-Flume-Spark-数据架构-HBase-Hadoop-Kafka,OPPO,通信设备-10000人以上,深圳-南山区,通信设备-10000人以上,"1、负责建设数据仓库架构，包括元数据管理、ETL调度、数据集成等系统的设计和开发；
2、制定和推广数据字典，建立完善的元数据管理规范，负责数据质量监控设计；
3、搭建和维护数据仓库表，解决业务人员在仓库系统流程、工具使用、数据处理等遇到的问题；
4 参与大数据应用规划，为数据产品，挖掘团队提供应用指导；
5、基于对数据的理解和业务需求，对数据进行整理、分析和用户画像搭建；
6、负责团队数据建模方法体系的构建和理论指导、能够带领团队提高技术水平，培养团队人才。
","任职要求：
1、计算机相关专业本科及以上学历，有8年以上数据仓库工作经验，有团队管理经验者优先；
2、熟悉数据仓库建模理论，有丰富的离线数仓和实时数仓架构设计和实施经验；
3、熟悉SQL、Shell等相关技术，有海量数据处理、ETL及任务调度优化、数据仓库建模等经验；
4、熟悉Linux环境，了解Java/Python服务端系统开发；
5、熟悉Hadoop/Spark/Hive/Hbase/Kafka/Flume等大数据技术者优先；
6、具备海量数据加工处理相关经验，主导过大型数据仓库架构或模型设计经验者优先，有大数据云平台架构经验优先；
7、逻辑清晰、对数据敏感，良好的沟通能力和协作能力，敢于接受挑战，能够承受压力。"
979,软件开发工程师,对话算法资深工程师/专家(A29583),25-55k,北京-海淀区,5-10年-本科-深度学习-自然语言处理-语言模型,5-10年-本科-深度学习-自然语言处理-语言模型,小鹏汽车,整车制造-美股上市-10000人以上,北京-海淀区,整车制造-美股上市-10000人以上,,
980,软件开发工程师,Python开发工程师-上海,20-40k·16薪,上海-浦东新区,1-3年-统招本科-网络开发-Python,1-3年-统招本科-网络开发-Python,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,上海-浦东新区,通信设备-融资未公开-10000人以上,,
981,软件开发工程师,python开发工程师,15-30k,西安,1-3年-统招本科-Web开发-Python-C语言-Javascript-C++-IT/信息化领域-Dataflow-Flink-后端开发-HBase,1-3年-统招本科-Web开发-Python-C语言-Javascript-C++-IT/信息化领域-Dataflow-Flink-后端开发-HBase,某上海大型专业服务公司,专业技术服务-融资未公开-10000人以上,西安,专业技术服务-融资未公开-10000人以上,,
982,软件开发工程师,前端开发（会python）外企平台不加班,14-17k,成都-郫都区,3-5年-本科-HTML5-MVVM-前端开发-后端开发,3-5年-本科-HTML5-MVVM-前端开发-后端开发,新超硕科技(北京)有限公司,电气机械/器材-500-999人,成都-郫都区,电气机械/器材-500-999人,"岗位职责

• 加入工业计算机得研发团队，使用前沿技术，贡献于西门子工业计算机自动化领域
• 参与自动化平台的设计和研发，实现自动化平台前端的功能设计和开发
• 参与产品端到端的高质量交付，如需求评审、详细设计、软件开发、代码质量
","任职要求
• 精通web前端技术，包括HTML5、CSS、JavaScript、TypeScript等相关技术
• 熟悉组件模块化开发，至少掌握一种MVVM框架，如Vue, React等
• 至少熟悉一种前端编译和构建工具webpack或者其他，熟练运用主流开发框架并深入了解其底层原理
• 至少熟悉并能够熟练使用一门后端语言，如python, java，C/C++
• 熟练运用敏捷软件开发方法，如TDD、Clean Code、结对编程、重构、CI/CD
• 有较强的逻辑思，能够快速进行问题的跟踪和定位
• 计算机科学、电子工业、机械工程、工业自动化等相关专业本科学历以上
• 热爱设计、开发软件，善于分析、灵活机变，喜欢分享、头脑风暴
加分项
• 有过自主设计和研发前端相关产品经验优先
• 有后端开发经验优先，如 python、C/C++
• 有大规模管理后台开发经验优先
• 有测试或者自动化测试平台开发经验优先
• 有各种云应用开发、容器技术、Web开发、DevOps技能
• 英语口语和写作熟练"
983,软件开发工程师,python开发工程师,15-30k,上海,1-3年-统招本科-Web开发-Python-C语言-Javascript-C++-IT/信息化领域-Dataflow-Flink-后端开发-HBase,1-3年-统招本科-Web开发-Python-C语言-Javascript-C++-IT/信息化领域-Dataflow-Flink-后端开发-HBase,某上海大型专业服务公司,专业技术服务-融资未公开-10000人以上,上海,专业技术服务-融资未公开-10000人以上,,
