序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
450,电子工程师,数据分析师,20-30k,北京,3-5年-本科-数据分析,3-5年-本科-数据分析,宁波瓜瓜农业科技有限公司,科技推广服务-融资未公开-100-499人,北京,科技推广服务-融资未公开-100-499人,,
451,电子工程师,商业分析负责人,30-45k·14薪,福州,经验不限-统招本科-数据分析-数据建模-数据监控-SQL,经验不限-统招本科-数据分析-数据建模-数据监控-SQL,某知名公司,互联网-战略融资-5000-10000人,福州,互联网-战略融资-5000-10000人,"岗位职责
① 建立经营分析框架，搭建各种分析和预测模型，通过跟踪和监控重点数据指标，对业务进行全面诊断，帮助定位业务问题和增长点，为业务发展提供决策支持
② 协助业务负责人制定合理业务规划及科学预算管理，定期追踪业务关键指标，并从业务层面解析开展情况，洞察业务动作，提出优化策略
③ 协助业务负责人建立、完善数据化营运体系，显著提升门店产品进销存管理、用户运营等多方面的效率，推动门店经营效益的提升
④ 负责编制定期及不定期营运中心经营分析报告，全面分析经营业务中面临的内外部环境的影响，经营中存在的问题，需要关注的分线点，提出建议的解决方案并推进措施落地。
⑤ 以前瞻性的分析视角，通过线上线下业务数据分析，协助部门负责人数据整合洞察业务/行业痛点，提出有效建议。为业务运营策略提供分析支持，根据分析结果推动业务优化及发展
⑥ 从0到1公司商业分析及BI团队的搭建、管理、培训与人员梯队建设

","岗位要求 
① 全日制统招本科及以上学历，5年以上一线互联网公司商业分析或头部消费零售企业市场分析工作经验，具备独立开展商业分析工作能力；
② 具备业务一号位的思考能力、优秀的商业分析能力、敏锐的数据洞察力、结构化思维能力； 
③ 具备较强的自我驱动力、独立思考能力和跨部门沟通能力 。 
④ 逻辑严谨，具备极佳的数据分析、商业建模和数据处理能力，能够熟练的使用SQL进行数据获取和分析，并独立地完成分析报告，能理解业界常用的各类数据分析模型及算法，熟悉与互联网产品团队的对接，能够主导建立系统的数据化营运体系 
⑤ 具备极佳的解决复杂问题的能力、对细节和准确性的掌控能力、以及项目管理推进能力 ；"
452,电子工程师,CRM数据分析主管,10-17k,上海-闵行区,3-5年-本科-数据可视化-数据分析-SQL,3-5年-本科-数据可视化-数据分析-SQL,斯凯奇中国,服装/纺织/皮革-2000-5000人,上海-闵行区,服装/纺织/皮革-2000-5000人,"工作职责:
1、	根据公司业务发展规划和对各项CRM运营数据信息的要求，指导CRM运营数据和信息的收集、分析和整合工作，确保数据分析的及时、有效、准确和完整，为管理层决策提供有价值的信息和数据支持；
2、	负责搭建CRM的年度数据指标体系，监控业务指标的达成情况，关注数据波动且能够分析和解读数据异常；
3、	日常报告（周/月/季/年度分析总结），各类会议及专题研究报告产出。
4、	线下活动分析：CRM活动及店铺活动，效果追踪；
5、	会员分析：重要指标与忠诚度指标表现分析、会员画像分析、消费行为分析、招募与回购分析、产品分析、会籍与权益使用分析等；
6、	全国门店销售分析：能够针对线下直营店铺的销售预算、店铺KPI进行追踪及分析；店铺数、规模、同比、KA客户业绩表现分析等；
7、	理解AB测试实验，设计AB测试实验方案以验证问题和分析结果；
8、	协助IT部门，开发并维护对应数据报表（销售报表、会员报表、产品报表、活动报表）及数据可视化技术应用；
","任职资格:
1、	全日制本科及以上学历，计算机、统计学、数学、应用数学专业优先;
2、	3年以上数据分析经验，较强的数学，统计和计算机知识;
3、	良好的理解能力、表达能力、总结能力，熟悉数据和实际应用的结合；
4、	良好的逻辑思维能力、沟通协调能力、执行力与项目管理能力；
5、	对数字敏感，精通EXCEL及SQL等数据查询语言；
6、	有CRM用户运营经验背景优先；
7、	有较强的主动性及抗压力；
8、	中英文读写流利。"
453,电子工程师,研发分析主管,25-30k·14薪,天津,10年以上-硕士-生物药-化学药-制剂-临床QA-生物制药-色谱,10年以上-硕士-生物药-化学药-制剂-临床QA-生物制药-色谱,凯莱英生命科学技术(天津)有限公司,制药-2000-5000人,天津,制药-2000-5000人,"岗位职责：
1.作为项目负责人，负责核苷酸生物药项目管理。协助高级主管建立平台技术以支持各种寡核苷酸项目的顺利进行。保证项目分析进度与质量，参与分析项目报价。
担任项目负责人，负责管理寡核苷酸项目，协助高级总监搭建平台，支持各类寡核苷酸项目。确保项目进度和质量，并参与项目报价。
2. 核苷酸生物药项目分析方法开发/确认/验证/转移方案和计划的制定和组织执行，相关的技术指导和复核，保证项目顺利开展。
负责核苷酸生物药项目分析方法开发/确认/验证/转移计划的制定和实施，提供相关技术指导和评审，确保项目顺利实施。
3. 快速响应实验室调查，推动调查进展，协助制定调查方案和调查文件的技术性复核，与客户沟通实验室调查内容。
快速响应实验室调查，推动调查进度，协助制定调查计划和调查文件技术审查，与客户沟通实验室调查文件。
4. 部门内工作沟通，重点进行实验室分析前沿技术的专研和分析难题攻克。
负责部门内部沟通，专注于前沿实验室分析技术研究和故障排除。
5. 与内部团队，包括QC，工艺开发，业务开发，以及项目管理团队紧密沟通，以有效执行所有合同项目。
与内部团队密切沟通，包括QC，流程开发，业务开发以及项目管理团队，以有效执行所有合同项目。
6. 有效的团队管理能力。招聘新团队成员，确保团队有足够的分析能力以满足项目执行的需要。
有效管理团队成员的绩效。招聘新的团队成员，确保团队有足够的分析能力来满足项目执行需求。


","岗位要求：
1.博士学历，5年小分子创新药CMC经验，或者硕士学历，10年小分子创新药CMC经验。寡核苷酸/多肽/或蛋白分析相关研究方向优先。
博士学历，具有至少五年CMC经验，或硕士学位，10年CMC小分子创新药经验。寡核苷酸/肽/蛋白质分析是首选。
2. 对质谱、生物化学、分析化学有深入的经验和知识。具有IND/ NDA化学药和生物药申报的经验（NMPA， FDA）。
在质谱，生物化学，分析化学方面有丰富的经验和知识。具有化学和生物制剂药品的IND/NDA申请经验（NMPA，FDA）。
3. 熟悉分析方法开发、转移和验证相关的法规和药典要求（ChP， USP， EP）。
熟悉有关分析方法开发、转移和验证的法规和药典要求（ChP、USP、EP）。
4. 熟悉并掌握以下化学药和生物药品表征的分析技术，包括但不限于HPLC， UPLC， GC/HS-GC，质谱分析。
熟悉并掌握以下化学和生物制品表征分析技术，包括但不限于HPLC，UPLC，GC / HS-GC，质谱。
5. 英语流利，可以胜任客户沟通工作；有海外工作或留学经验优先。
英语流利，能与客户沟通;有海外工作或学习经验者优先。
6. 有良好的组织沟通和协调管理能力，以及团队合作意识和大局观念，思路清晰。
良好的组织、沟通、协调和管理能力，团队合作精神和全局观，逻辑思维强。"
454,电子工程师,数据分析师,30-50k·15薪,杭州,经验不限-学历不限-数据分析-Hive-数据建模-SQL,经验不限-学历不限-数据分析-Hive-数据建模-SQL,某杭州电子商务上市公司,互联网-已上市-10000人以上,杭州,互联网-已上市-10000人以上,,
455,电子工程师,数据分析师,28-45k,上海-长宁区,1-3年-学历不限-数据挖掘-数据分析-Java-数据清洗-数据可视化-数据监控-查询语言-SQL-数据建模-数据中台,1-3年-学历不限-数据挖掘-数据分析-Java-数据清洗-数据可视化-数据监控-查询语言-SQL-数据建模-数据中台,某上海专业服务公司,其他商务服务业-融资未公开-100-499人,上海-长宁区,其他商务服务业-融资未公开-100-499人,,
456,电子工程师,企平-财务分析资深产品专家,30-50k·15薪,北京-朝阳区,3-5年-本科-财务产品-数据产品-供应链产品-平台产品-IT互联网-产品设计-产品规划-数据分析,3-5年-本科-财务产品-数据产品-供应链产品-平台产品-IT互联网-产品设计-产品规划-数据分析,美团,互联网-港股上市-10000人以上,北京-朝阳区,互联网-港股上市-10000人以上,,
457,电子工程师,高级数据分析师,20-40k·16薪,北京-海淀区,1-3年-统招本科-数据分析-SQL,1-3年-统招本科-数据分析-SQL,Baidu,互联网-美股上市-10000人以上,北京-海淀区,互联网-美股上市-10000人以上,"工作职责
-基于业务理解搭建有效的指标监控体系和评估分析体系，通过数据分析手段发现和解决业务问题，驱动业务发展
-深入理解用户分析，通过宏微观、内外部洞察不断探索业务增长点，并有效整合多方资源，推动相关方案在业务方落地
-深入理解内容分析，对内容分析敏感，以内容生态优化、作者成长、消费侧体验收益为导向，协同其他团队，完善内容生态建设
-不断总结提炼和迭代分析方法论，为提升分析效率完善数据基建
","任职资格
-重点院校数学、统计、计算机相关专业，2年以上相关数据分析经验
-具备较强的结构化逻辑思维能力，能够独立搭建体系化的业务分析分析框架，且具备较强的数据获取和预处理能力，精通SQL，熟悉Pyhton/R等分析工具
-熟练掌握描述性统计分析方法，包括但不限于趋势分析、对比分析、分组分析、交叉分析、分布分析等
-自驱、上进，有主人翁意识，沟通及抗压能力佳"
458,电子工程师,数据分析师,20-30k,北京,3-5年-本科-数据分析-数据建模-Hive-SQL,3-5年-本科-数据分析-数据建模-Hive-SQL,成都灿煜文化传媒有限公司,文化艺术业-50-99人,北京,文化艺术业-50-99人,,
459,电子工程师,物流科技商业分析专家（经营分析向）,20-50k·16薪,杭州-余杭区,3-5年-本科-SQL-数据分析-物流/仓储-IT/互联网/软件-贸易/进出口,3-5年-本科-SQL-数据分析-物流/仓储-IT/互联网/软件-贸易/进出口,浙江菜鸟供应链管理有限公司,货运/物流/仓储-10000人以上,杭州-余杭区,货运/物流/仓储-10000人以上,,
460,电子工程师,数据分析专家,15-30k·13薪,上海,5-10年-学历不限-数据挖掘-python-数据建模,5-10年-学历不限-数据挖掘-python-数据建模,美莱投资,医疗机构-2000-5000人,上海,医疗机构-2000-5000人,"职责描述：
一、业务目标发展预测
1）年度目标预测。基于消费行为以及CRM key driver分析，结合历史销售成长，预测年度客户与业绩的增长指标，
2）根据业务发展趋势，预测指标达成机会点及预警风险，
二、各医院的客群健康度盘点与效率持续提升
1）提供月度CRM 分析报告与建议
基于消费者人群分析，做人群细分，建议针对不同品牌人群的接触策略，以高效提升转化与忠诚
基于不同人群特征分析，建议不同的产品沟通策略
基于人群与产品沟通策略，建议不同的内容、offer，优化活动效率。
基于私域内外的整体消费者行为的路径，做整体分析挖掘与建模预测，识别主要的触点，以及资源投入的重点。
基于客户健康度的各个分类，提供RFM模型下的客户分层管理与运营
三、完善CRM L 数据结构
1）完善AIPL数据结构
基于各项业务活动数据分析目的，提出数据完整度建议方案
推送集团数据完整度提升，以更好实现客户链路上的数据分析以及活动效率提升
四、预测消费者行为的基础上、干预、自动化
1）应用各种模型与测试手段，提升预测模型准度
2）利用机器学习实现自动化分析与挖掘，提升模型预测的效率
设计机器学习自动化分析与挖掘的方案
测试并提升模型预测准度
3）建议未满足的campaign应用机会并植入系统
依据响应预测，推荐潜在的合适的自动化campaign活动，提升销售转化
搭建基于消费者个人偏好的自动化产品推荐体系
","任职要求：
1）熟悉CRM 私域流量运营的生命周期的相关活动以及数据体系，挖掘业务痛点，形成数据分析需求（从事过美妆、快消、零售等行业数据分析、数据挖掘建模分析经验者优先）
2） 熟悉运用各种分析工具，基于消费者洞察，为CRM活动提供分析、数据建模、预测、个性化产品推荐等数据支持，帮助品牌更有效与客户进行沟通
3）持续学习，关注数据行业以及CRM私域流量的发展趋势，形成自己的解读与理解，运用到实际工作中的数据方案
4）熟练使用一种以上数据分析建模软件如（Python等）、以及可视化操作软件（Power BI ）等，有计算机相关专业基础，会网页数据爬取，语义分析、数据可视化经验优先
5）熟悉了解机器学习算法（如回归算法、分类算法、聚类算法、贝叶斯、神经网络、随机森林等）对于其原理、评价和使用条件，对于数据清洗、异常检测、特征选择有深入了解、能根据业务分析专题、建立数据挖掘模型、选择合适和高效的算法并实现。
"
461,电子工程师,数据分析师,15-25k·14薪,上海-闵行区,1-3年-本科-数据分析-数据建模-SQL-Hive,1-3年-本科-数据分析-数据建模-SQL-Hive,上海钧正网络科技有限公司,互联网-D轮-5000-10000人,上海-闵行区,互联网-D轮-5000-10000人,,
462,电子工程师,数据分析师,20-30k,北京,一年以下-本科-数据分析-SQL,一年以下-本科-数据分析-SQL,同道猎聘集团,互联网-港股上市-2000-5000人,北京,互联网-港股上市-2000-5000人,,
463,电子工程师,变速箱CAE仿真分析工程师,17-25k,上海-嘉定区,1-3年-本科-HyperWorks-Abaqus-Simulink-Adams,1-3年-本科-HyperWorks-Abaqus-Simulink-Adams,上海馨联动力系统有限公司,汽车零部件及配件-战略投资-1-49人,上海-嘉定区,汽车零部件及配件-战略投资-1-49人,,
464,电子工程师,高级经营分析助理,10-15k,上海,经验不限-统招本科-财务bp-现金流量表-经营分析-财务分析,经验不限-统招本科-财务bp-现金流量表-经营分析-财务分析,UIOT超级智慧家,智能硬件-C轮-500-999人,上海,智能硬件-C轮-500-999人,"职责描述：
1、根据业务发展的需求与目标管理要求，建立经营管理日周月报体系与经分预测模型，对业务经营健康度进行及时有效的追踪，并及时发现与挖掘提升目标达成率的关键因素，预警影响目标达成的关键风险，为BG及集团决策提供专业的分析预测支持。
2、围绕业务战略目标开展专题研究与分析，定期产出专题分析报告及决策建议并协助组织BG的经营分析会议，通过跨部门协同工作来推动公司与BG的目标达成。
3、对公司与BG业务指标、财务指标的预实对比分析和完成情况的精细化监控；根据业务的执行情况，提出合理化建议与意见，向管理团队提供及时有效的经营状况与财务状况分析。
4、梳理业务线的业财流程、全链路图，协助业务部门规范与优化业务线的运营流程，提高业务产出、避免财务风险、提升经营效率。
5、对业务方案进行风险评估，建立定期的业务和财务数据跟踪体系，对重点业务和项目进行事前评估、事中跟进、事后汇报与反馈。


","任职要求：
1、一本统招大学本科及以上学历或同等海外院校的财务相关专业或商业分析、数据分析相关专业毕业。
2、具有优秀的逻辑分析能力与思路，对数字非常敏感，熟练掌握主流数据分析工具和方法，具备独立撰写专业分析报告的能力和较强的PPT呈现能力。
3、3年及以上的经营分析/商业分析/财经分析的相关经验，或商业咨询公司的相关经验，或连锁加盟零售行业的财务工作经验。
4、具有优秀的沟通与表达能力，善于将复杂的分析框架与结论通过简洁有效的语言和书面形式进行剖析与交流；
5、有出色的承压能力和团队合作精神，学习与领悟能力强。
6、优先考虑：具有建材家居行业、市场相关的研究分析经验更佳，可以较独立并专业地出具行研分析报告。

职业亮点：
1、6日工作制；五险一金；加班餐；领导好；发展空间大

工作地：上海市青浦区 E通世界华新园B栋3楼




"
465,电子工程师,资深数据分析师（出差）,20-35k,北京-朝阳区,5-10年-本科-sql-python-spss-数据建模-数据分析师,5-10年-本科-sql-python-spss-数据建模-数据分析师,中关村科金,人工智能-融资未公开-10000人以上,北京-朝阳区,人工智能-融资未公开-10000人以上,,
466,电子工程师,分析研究员,15-20k·14薪,上海,3-5年-统招本科-制剂研究-制剂-色谱,3-5年-统招本科-制剂研究-制剂-色谱,众强药业,制药-B轮-50-99人,上海,制药-B轮-50-99人,"职责描述：
1.     日常分析方法开发、验证：包括高效液相色谱、气相色谱、溶出测试方法的开发和相关验证工作。
2.     工艺研发分析支持：包括原料放行、反应中控测试、产品质量控制和放行、稳定性测试、清洁验证，等等。
3.     制剂研发分析支持：包括原辅料放行、中控测试、溶出测试、产品质量控制和放行、稳定性测试、清洁验证，等等
4.     分析相关文件起草：包括质量标准、分析方法开发报告、分析方法验证报告、ＣＯＡ、稳定性实验报告、申报资料分析相关部分，等等。
5.     分析外包工作管理：包括外包测试联系、分析方法转移、日常沟通、数据复核，等等。
6.     其他分析相关工作：耗材订购、仪器选型，等等。

","任职要求：
·         分析化学、药物分析专业本科，至少２年以上在医药工业相关工作经验。或分析化学、药物分析专业本科，至少3年以上在医药工业相关工作经验。
·         扎实的分析化学理论基础和丰富的仪器操作经验包括ＨＰＬＣ、ＧＣ、ＩＲ、ＫＦ，等等。
·         独立进行方法开发和优化的能力包括高效液相色谱方法、气相色谱方法、等等。
·         独立进行分析方法验证设计和操作的能力。
·         有仿制药分析材料开发整理经验优先考虑。
·         有ＧＭＰ或ＧＬＰ实验室工作经验优先考虑。
·         较强的主观能动性。
·         较强的英语读写能力。"
467,电子工程师,商业分析总监/副总监,30-50k·14薪,上海,5-10年-学历不限-团队管理,5-10年-学历不限-团队管理,飞书深诺数字科技(上海)股份有限公司,互联网-C轮-500-999人,上海,互联网-C轮-500-999人,"岗位职责
1.商业分析体系构建：针对公司所处行业和各业务特征，构建商业分析框架、指标&数据逻辑体系、知识图谱和分析方法论；
2.定期经营分析：定期对公司经营/业务发展/组织运作情况进行分析，识别业务洞察/业绩差距/管理问题，提出建议并推动业务发展/业绩  改善/问题解决；
3.专题性商业分析：根据公司战略/业务发展/客户需求，进行专项性分析，并提出商业洞察和建议；
4.公司核心数据平台：参与规划和开发公司对内/对外核心数据应用平台，解决内外部客户实际需求和问题，不断迭代完善数据/产品/平台；
5.业务赋能：辅导核心业务组织提升商业分析能力。

","任职资格：
1.教育背景：国内外一流大学本科及以上学历，数据分析、财会、统计、理工科专业为佳；国内外一流商学院MBA优先。
2.行业经验：6-10年数据分析咨询、管理咨询、会计师事务所、数字营销/广告/广告检测、互联网、消费品行业工作经验；兼具乙方专业服务机构和甲方企业的经验为佳。
3.职能/项目经验：BI商业智能、商业分析、大数据分析、或数字化转型。
4.能力要求：战略全局观、商业思维、结构化分析解决问题、快速学习、项目/任务管理、团队管理、跨部门沟通协作、实干执行、文字&语言表达。
5.技能要求：商业研究分析、财务报表分析、数据建模&分析、演示文稿/报告文书撰写；熟练使用MS Office、数据分析、数据库相关的软件/工具。
6.专业资质：CFA、数据分析相关优先。
7.性格特质：为人阳光友善、客观正直、积极上进、坚韧抗压；处事严谨认真、自驱力强、结果导向、注重分寸。

"
468,电子工程师,生物分析助理研究员（细胞与外泌体）,7-10k,天津-滨海新区,1-3年-硕士-色谱分析-数据统计分析-生物技术,1-3年-硕士-色谱分析-数据统计分析-生物技术,九州通医药集团股份有限公司,制药-沪深A股上市-5000-10000人,天津-滨海新区,制药-沪深A股上市-5000-10000人,,"任职要求：
1.	硕士及学历，分子生物学、生物化学、细胞生物学、生物技术、基础医学等相关专业；
2.	2年以上细胞分析操作经验，有生物制药或CRO等相关行业公司/机构研发工作经验者优先，具有外泌体研究经验者优先，具备多任务工作能力；
3.	熟悉细胞生物学常规技术（包括但不限于：分子克隆、细胞培养、细胞转染、病毒载体构建与制备、单/多克隆细胞株筛选与构建、细胞分离、细胞器分离），及如下至少3项以上细胞实验，包括但不限于：细胞活性与增殖检测、细胞死亡与凋亡检测、细胞周期检测、细胞迁移与侵袭检测、免疫细胞活性分析、细胞代谢检测、细胞高通量筛选或分析、活细胞成像分析、细胞ELISA、细胞免疫荧光、流式细胞分析、细胞基因敲低/敲除/过表达、CRISPR细胞基因编辑、其他基于细胞的疾病模型建立，熟练掌握各种类型数据统计分析；
4.	了解蛋白质和核酸检测分析技术者优先，包括但不限于：qPCR、免疫印迹（WB）、酶联免疫吸附分析（ELISA）技术、蛋白质/脂质液相质谱-质谱分析、超高效/高效液相色谱分析、毛细管电泳分析技术（毛细管区带电泳，等电点聚焦）；
5.	有志于外泌体生物制药分析新技术和新方法的开发和应用，学习能力、责任心、抗压能力强，适应快节奏的工作，工作积极主动，团队工作意识良好，协调、沟通、计划和执行能力良好； 
6.	英语熟练，可独立查阅专业英文文献。

岗位职责：
1.	参与外泌体及外泌体细胞分析平台的建设；
2.	参与合规研发真核细胞库建立；
3.	参与根据合规要求建立研发细胞分析实验室的日常管理规范和执行；
4.	参与协助QC部门建立生物活性分析实验室及质量控制体系；
5.	参与基于细胞的生物分析方法开发和建立，并根据需要向QC部门技术转移，协助基于细胞的外泌体活性分析等质量标准、质量控制检测方法验证和检测方法运行；
6.	参与并协助外泌体生产上下游工艺开发与优化；
7.	参与外泌体生产工艺开发中基于细胞分析的相关技术报告撰写；
8.	完成上级交办的其他任务。
"
469,电子工程师,bi分析师,18-35k·16薪,北京,5-10年-本科-运营管理咨询-财务咨询-企管咨询-业务开发-数据建模-制造业-电子商务-交通/运输-精益咨询-方案设计,5-10年-本科-运营管理咨询-财务咨询-企管咨询-业务开发-数据建模-制造业-电子商务-交通/运输-精益咨询-方案设计,宇动源(北京)信息技术有限公司,IT服务-A轮-100-499人,北京,IT服务-A轮-100-499人,"职责描述：
1.	与客户企业的高层领导、业务部门密切沟通，开展企业数字化转型类、经营管理分析、决策支持分析、运营管控分析平台、集团管控分析、领导驾驶舱、数据平台类以及其他SAAS应用等方向的业务咨询调研、需求分析和理解业务诉求，据此规划数据分析服务工作，支撑并驱动客户全生命周期服务开展；
2.	根据调研咨询以及业务分析成果，编写业务调研报告、业务需求分析报告、需求说明书等文档；
3.	优化和完善整体业务的数据体系框架和分析策略，包括底层数据架构、KPI指标体系、报表体系、专题分析体系；
4.	设计方案或进行交付内容原型设计，同业务部门进行确认评审；
5.	协助技术团队理解需求及业务设计方案，对数据内容、数据应用等工作的开发、测试和交付工作给予必要的业务知识输入，保数据的准确完整及时性、应用贴近业务场景
6.	同横向部门、部门内不同小组进行有效沟通，确保同一的规划架构、实施原则及业务服务的一致性和连贯性；

","任职要求：
1.	本科及以上学历，经济学、企业管理学、统计学，运筹学、信息技术等相关专业毕业，良好的数据分析技能和业务理解能力；
2.	5年以上数据分析/企业经营管理分析/商业分析/数据产品相关工作经验；具备央企、国企等企业的运营管理、数据分析、BI、咨询等工作经验；
3.	具有较强的规划、策略分析能力，思维清晰，条理性强；
4.	对数据敏感，具有优秀的数据分析能力和解读能力，对数据监控、风险预警、数据化运营具有独到的见解；对数据模型、数据内容及背后的业务学习有强烈兴趣。善于从业务视角观察和分析问题，形成数据赋能业务的方案，积极主动协调资源完成方案的落地；
5.	熟悉使用AXURE等原型设计工具；
6.	良好的沟通表达能力，跨团队协作能力；
7.	具有客户导向的思维模式和服务意识，善于跨团队合作，具有大局观。
"
470,电子工程师,数据分析师,8-20k,上海,3-5年-本科-mysql-hbase-oracle,3-5年-本科-mysql-hbase-oracle,中铁(上海)投资集团有限公司,租赁业-1-49人,上海,租赁业-1-49人,"职责描述：
1.深入了解互联网业务，建立基于业务场景的数据分析需求，解决各类数据分析问题；
2.基于客户各业务部门的分析监控需求，搭建指标体系；
3.熟悉用户增长的框架和分析方法，针对拉新、留存、转化优化等进行深入的专题分析；
4.充分利用各种GrowingIO产品/服务，与客户合作制定出的数据分析策略；
5.根据客户分析咨询项目，结合用户调研、第三方研究等，提炼面向行业场景的共性分析需求，提炼规模化、产品化解决方案；
6.基于数据分析，与客户销售、服务、产品管理、工程团队以及其他主要相关方开展跨职能协作，助力相关产品/服务取得成功；
7.与团队内其他成员共同设计数据分析平台，建立数据分析的流程，规范和方法。



","任职要求：1.本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，3年及以上互联网公司数据分析工作经验；
2.具备杰出的定量分析能力，在推动业务/产品运营优化方面拥有丰富的经验；
3.具有优秀的商业敏感度和突出的分析能力，能够灵活利用数据，设计分析方案解决复杂的商业问题；
4.擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立的分析和解决问题；
5.有数据建模实践经验（2年以上相关工作经验）者优先，熟悉Hive，熟练使用SQL等数据库查询语言；
6.熟练使用至少一门编程语言者优先；
7.具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断；
8.熟悉GrowingIO或其他数据分析产品者优先；
9.有数据产品经理相关经验者优先。"
471,电子工程师,数据分析师,5-9k,郑州,一年以下-本科-sql-数据建模,一年以下-本科-sql-数据建模,金蝶软件(中国)有限公司郑州分公司,计算机硬件-已上市-100-499人,郑州,计算机硬件-已上市-100-499人,,
472,电子工程师,营销数据分析师（咨询）,25-35k,北京-朝阳区,5-10年-本科-数据分析-用户增长,5-10年-本科-数据分析-用户增长,中关村科金,人工智能-融资未公开-10000人以上,北京-朝阳区,人工智能-融资未公开-10000人以上,,
473,电子工程师,数据分析师,15-30k·18薪,上海,经验不限-本科-sql,经验不限-本科-sql,兴业数金,科技金融-500-999人,上海,科技金融-500-999人,,
474,电子工程师,税务数据分析师（SAP方向）,20-30k·15薪,上海-浦东新区,1-3年-本科-数据分析-数据开发-数据收集-数据采集-数据可视化-数据建模-SQL-Power BI,1-3年-本科-数据分析-数据开发-数据收集-数据采集-数据可视化-数据建模-SQL-Power BI,UAES,汽车零部件及配件-5000-10000人,上海-浦东新区,汽车零部件及配件-5000-10000人,"职责描述：
•	SAP（UBK）系统上线分析
1)	应用数据技术及自动化技术，协助团队平稳应对SAP(UBK)系统切换、上线中的问题，提出创造性的解决方案；
2)	参与SAP(UBK)系统切换、上线中的问题分析，包括不限于流程、数据等；
3)	参与SAP(UBK)系统切换、上线中的测试、问题反馈、协调解决等项目工作；
•	数据处理建模分析
1)	应用数据技术及自动化技术，对数据质量进行校验，识别、处理、修正异常数据，提高数据质量；
2)	建立分析模型，形成数据分析文档，运用PowerBI等数据分析工具对财务数据进行汇总和统计分析；
3)	充分利用现有数据资源，进行有价值的数据整理、分析与挖掘；
•	报表需求设计开发
1)	了解财务流程和用户需求，利用低代码平台，设计及制作税务报表、数据分析报表等，对现有数据收集和分析工具进行自动化改进；
2)	编写开发项目文档，包括但不限于用户需求文档、数据字段、项目开发、项目实施报告等；
3)	了解分析税务相关工作流程，持续推进工作流程自动化，优化质量与效率；
•	其他相关工作
1)	推进税务数字化的进程，分析过程中的问题，参与财税信息化规划与建设； 
2)	研究、总结技术经验和方法，进行专题分享、培训，提供指导和技术帮助；
3)	配合对供应商（如有）的系统解决方案进行分析与评估；



","任职要求：
•	3年及以上数据分析、报表设计开发工作经验，具有数据分析、数据可视化、财务自动化项目实施的优先
•	本科或以上学位，计算机、软件、统计学等相关专业专业优先
•	精通Excel, 熟练掌握PowerBI, PowerQuery, UIPath, PowerAutomate，PowerApps等低代码开发工具
•	熟练使用SQL语言，了解SAP数据库或具备其他数据库开发经验的优先
•	具备良好的数据敏感度，善于从数据分析中提炼出对商业有价值的结果
•	有结构化思考与分析能力，能够快速学习，能适应高强度工作节奏
•	优秀的沟通技巧、团队合作和敬业精神，能与多方协作完成项目
•	具备良好的英语阅读与写作能力"
475,电子工程师,数据分析师,20-30k,北京,3-5年-本科-sql-数据建模,3-5年-本科-sql-数据建模,华为,通信设备-10000人以上,北京,通信设备-10000人以上,,
476,电子工程师,CAE分析工程师,12-25k,上海-闵行区,3-5年-本科,3-5年-本科,山东浩信集团,汽车零部件及配件-5000-10000人,上海-闵行区,汽车零部件及配件-5000-10000人,"职责描述：
职责一：负责乘用车传动系产品（壳体/齿轮/轴等）有限元分析
1.协助对研发产品进行故障模式和装配环境的调研；
2.负责根据故障模式和装配环境，制定符合实际的边界条件施加方法；
3.负责对研发产品进行有限元分析工作；
4.负责编写有限元分析报告；
5.协助对有限元分析报告进行评审，总结优缺点，向设计人员传达改进意见；
6.对载荷谱原始数据进行分析，支持台架寿命试验循环程序的设定，根据试验结果完成损伤率计算；
7.协助根据台架试验和路试试验结果，对有限元分析参数进行更新调整，使模拟分析更趋向于实际；
8.协助探索、学习同行业有限元分析手段，取长补短，应用于部门实际工作中。

职责二：协助结构件类产品有限元分析
1.协助结构件类产品进行故障模式和装配环境的调研；
2.协助故障模式分析判断，初步定出切合实际的边界条件；
3.协助制定出的边界条件进行有限元分析，并出具报告。

职责三：协助技术改进与升级
1.协助根据台架试验和路试试验结果，不断调整参数，使模拟分析更符合实际；
2.协助学习同行业的有限元分析手段，取长补短，应用于部门实际工作中。

职责四：协助有限元分析标准化制定
1.协助研发产品有限元分析标准化参数的制定；
2.协助有限元分析报告根据产品和客户不同进行标准化。

职责五：完成上级交办的其它工作任务

","任职要求：
教育水平	：学历	本科及以上。
	            专业     机械或力学相关专业。
工作经验	：3年以上汽车行业结构仿真经验
知识结构	：熟悉机械原理与机械零件、机械工程材料、力学、机械制图、互换性、金属工艺学等，熟练使用ABAQUS / ANSYS / Nastran等有限元分析软件，熟悉拓扑优化工具者优先。 
素质能力	：技术分析能力；文字组织能力；沟通能力；执行力；原则性；办公软件、设备的操作技能。
"
