序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
170,电子工程师,模拟电路设计工程师,18-30k,无锡-锡山区,5-10年-本科,5-10年-本科,满旺半导体,电子/半导体/集成电路-100-499人,无锡-锡山区,电子/半导体/集成电路-100-499人,"岗位职责： 
1、负责集成电路中模拟电路及子电路模块的原理图设计与仿真，参与芯片设计、电路仿真、优化等工作，包括但不限于：电路设计分析、电路仿真、流片工艺选择等；
2、负责协助并检查版图工程师的版图设计，指导版图工程师进行FLOOR-PLAN，并完成后仿； 
3、根据产品规格和测试需求，协助制定测试方案配合其他工程师进行测试、调试等工作； 
4、负责模拟电路系统和数字电路设计工程师进行接口定义和沟通。 
5、分析整理电路设计、测试数据等相关技术文档，撰写系统设计报告； 
","任职要求： 
1、微电子或相关专业，本科及以上学历； 
2、拥有微电子专业扎实基础知识，熟悉各种基本模拟电路单元的原理和电路结构，POR、BANDGAP、OPAMP、COMPARATOR和 OSCILLATOR等模块电路；有以下一种或多种电路的设计经验：LDO、DC/DC、OPA、Analog Switch、Load Switch、SAR ADC、Sigma-Delta ADC等； 
3、熟练掌握模拟集成电路仿真与版图设计的相关EDA工具及工作环境； 
4、熟悉模拟芯片的设计流程，熟悉BCD 工艺等，有模拟集成电路产品流片与测试经验者优先； 
5、具备良好的沟通和学习能力，工作认真负责，执行力强且具有良好团队合作精神。
6、有较强的逻辑思维能力，具备良好的英文资料阅读和理解能力。"
171,电子工程师,模拟电路设计工程师,25-50k·14薪,无锡-锡山区,5-10年-本科,5-10年-本科,满旺半导体,电子/半导体/集成电路-100-499人,无锡-锡山区,电子/半导体/集成电路-100-499人,"模拟电路设计工程师
岗位职责： 
1、负责集成电路中模拟电路及子电路模块的原理图设计与仿真，参与芯片设计、电路仿真、优化等工作，包括但不限于：电路设计分析、电路仿真、流片工艺选择等；
2、负责协助并检查版图工程师的版图设计，指导版图工程师进行FLOOR-PLAN，并完成后仿； 
3、根据产品规格和测试需求，协助制定测试方案配合其他工程师进行测试、调试等工作； 
4、负责模拟电路系统和数字电路设计工程师进行接口定义和沟通。 
5、分析整理电路设计、测试数据等相关技术文档，撰写系统设计报告； 
","任职要求： 
1、微电子或相关专业，本科及以上学历； 
2、拥有微电子专业扎实基础知识，熟悉各种基本模拟电路单元的原理和电路结构，POR、BANDGAP、OPAMP、COMPARATOR和 OSCILLATOR等模块电路；有以下一种或多种电路的设计经验：LDO、DC/DC、OPA、Analog Switch、Load Switch、SAR ADC、Sigma-Delta ADC等； 
3、熟练掌握模拟集成电路仿真与版图设计的相关EDA工具及工作环境； 
4、熟悉模拟芯片的设计流程，熟悉BCD 工艺等，有模拟集成电路产品流片与测试经验者优先； 
5、具备良好的沟通和学习能力，工作认真负责，执行力强且具有良好团队合作精神。
6、有较强的逻辑思维能力，具备良好的英文资料阅读和理解能力。

上班时间：8/30——5/30，五险一金，公司福利
节假日放假，周末双休"
172,电子工程师,模拟电路设计工程师,25-50k·14薪,常州-天宁区,5-10年-本科,5-10年-本科,满旺半导体,电子/半导体/集成电路-100-499人,常州-天宁区,电子/半导体/集成电路-100-499人,"模拟电路设计工程师
岗位职责： 
1、负责集成电路中模拟电路及子电路模块的原理图设计与仿真，参与芯片设计、电路仿真、优化等工作，包括但不限于：电路设计分析、电路仿真、流片工艺选择等；
2、负责协助并检查版图工程师的版图设计，指导版图工程师进行FLOOR-PLAN，并完成后仿； 
3、根据产品规格和测试需求，协助制定测试方案配合其他工程师进行测试、调试等工作； 
4、负责模拟电路系统和数字电路设计工程师进行接口定义和沟通。 
5、分析整理电路设计、测试数据等相关技术文档，撰写系统设计报告； 
","任职要求： 
1、微电子或相关专业，本科及以上学历； 
2、拥有微电子专业扎实基础知识，熟悉各种基本模拟电路单元的原理和电路结构，POR、BANDGAP、OPAMP、COMPARATOR和 OSCILLATOR等模块电路；有以下一种或多种电路的设计经验：LDO、DC/DC、OPA、Analog Switch、Load Switch、SAR ADC、Sigma-Delta ADC等； 
3、熟练掌握模拟集成电路仿真与版图设计的相关EDA工具及工作环境； 
4、熟悉模拟芯片的设计流程，熟悉BCD 工艺等，有模拟集成电路产品流片与测试经验者优先； 
5、具备良好的沟通和学习能力，工作认真负责，执行力强且具有良好团队合作精神。
6、有较强的逻辑思维能力，具备良好的英文资料阅读和理解能力。

上班时间：8/30——5/30，五险一金，公司福利
节假日放假，周末双休"
173,电子工程师,DRAM电路设计工程师,20-40k·13薪,合肥-包河区,3-5年-统招本科-电路设计-集成电路-混合电路-数字电路-模拟电路-验证,3-5年-统招本科-电路设计-集成电路-混合电路-数字电路-模拟电路-验证,某合肥电子/半导体/集成电路公司,电子/半导体/集成电路,合肥-包河区,电子/半导体/集成电路,"岗位职责:
1.和资深工程师一起完成一个模块的电路设计
2.验证新设计的电路功能.
3.优化设计电路在不同的PVT面的时序参数:
4.分析总结所设计电路的功能，时序，对照比较测试结果
5.和PD一起熟悉测试流程和测试方法
","岗位要求:
1.本科或者研究生学历，微电子相关专业
2.精通集成电路设计的基本工具，比如 cadence OA,synophsys finesim;
3.具备组合逻辑电路和时序逻辑电路的设计能力，能将复杂的电路设计需求分解成简单电路的组合。"
174,电子工程师,DRAM电路设计工程师,20-35k·15薪,上海,经验不限-统招本科-硬件设计-数字电路,经验不限-统招本科-硬件设计-数字电路,某合肥大型电子/半导体/集成电路公司,电子/半导体/集成电路-战略融资-2000-5000人,上海,电子/半导体/集成电路-战略融资-2000-5000人,"base地点：上海/合肥/西安

岗位职责：
1.和资深工程师一起完成一个模块的电路设计;
2.验证新设计的电路功能;
3.优化设计电路在不同的PVT下面的时序参数;
4.分析总结所设计电路的功能，时序， 对照比较测试结果；
5.和PD一起熟悉测试流程和测试方法。

","岗位要求：
1.本科或者研究生学历，微电子相关专业;
2.精通集成电路设计的基本工具，比如 cadence OA, synophsys finesim;
3.具备组合逻辑电路和时序逻辑电路的设计能力，能将复杂的电路设计需求分解成简单电路的组合"
175,电子工程师,DRAM电路设计工程师,20-40k·20薪,合肥-蜀山区,3-5年-统招本科-硬件设计-数字电路,3-5年-统招本科-硬件设计-数字电路,某合肥大型电子/半导体/集成电路公司,电子/半导体/集成电路-战略融资-2000-5000人,合肥-蜀山区,电子/半导体/集成电路-战略融资-2000-5000人,"岗位职责：
1.和资深工程师一起完成一个模块的电路设计;
2.验证新设计的电路功能;
3.优化设计电路在不同的PVT下面的时序参数;
4.分析总结所设计电路的功能，时序， 对照比较测试结果；
5.和PD一起熟悉测试流程和测试方法。
","任职资格
岗位要求：
1.本科或者研究生学历，微电子相关专业;
2.精通集成电路设计的基本工具，比如 cadence OA, synophsys finesim;
3.具备组合逻辑电路和时序逻辑电路的设计能力，能将复杂的电路设计需求分解成简单电路的组合"
176,电子工程师,DRAM电路设计工程师 | DRAM Circuit Design Engineer(J10282),20-40k·15薪,合肥-蜀山区,3-5年-本科,3-5年-本科,长鑫存储技术有限公司,电子/半导体/集成电路-2000-5000人,合肥-蜀山区,电子/半导体/集成电路-2000-5000人,"职责描述：
岗位职责：
1.和资深工程师一起完成一个模块的电路设计;
2.验证新设计的电路功能;
3.优化设计电路在不同的PVT下面的时序参数;
4.分析总结所设计电路的功能，时序， 对照比较测试结果；
5.和PD一起熟悉测试流程和测试方法。
任职要求：
","岗位要求：
1.本科或者研究生学历，微电子相关专业;
2.精通集成电路设计的基本工具，比如 cadence OA, synophsys finesim;
3.具备组合逻辑电路和时序逻辑电路的设计能力，能将复杂的电路设计需求分解成简单电路的组合."
177,电子工程师,模拟电路设计工程师,30-60k·14薪,南京-雨花台区,3-5年-本科-电路设计,3-5年-本科-电路设计,南京物间科技有限公司,电子/半导体/集成电路-天使轮-1-49人,南京-雨花台区,电子/半导体/集成电路-天使轮-1-49人,"职责描述：
1、	独立负责或参与合作模拟集成电路模块的指标定义、电路设计及仿真验证，参与数据手册的编写、更新和维护。
2、	配合版图工程师完成所设计电路的版图设计，保证版图设计质量，完成后仿真、支持整体芯片的集成。
3、	协助测试工程师测试、验证模拟集成电路芯片或模块的功能及性能，协助解决测试开发中的问题并使产品成功进入量产。
4、	配合应用和现场应用工程师解答客户技术问题，配合解决客户端应用问题。
","任职要求：
1、	微电子、电路与系统、通信等集成电路相关专业，本科5年/硕士3年以上相关行业工作经验。
2、	具有扎实的模拟集成电路设计理论基础，熟悉数模混合设计流程，熟练使用常用EDA软件进行电路设计、版图设计和仿真验证。
3、	有BG/LDO/POR/OSC/XTAL/PLL/OPA/SAR ADC/SD ADC/DAC//DC-DC/IO/ESD等电路的设计、流片和验证经验优先。
4、	熟练使用常用测试仪器进行模拟集成电路芯片的测试验证。
5、	工作积极主动、吃苦耐劳，有良好的沟通和团队合作能力，学习和分析处理问题的能力。
6、	有较好的英文阅读、沟通和文档写作能力。
7、  能力优秀者不受上述最高限额薪资限制"
178,电子工程师,模拟集成电路设计工程师,20-35k·14薪,上海,3-5年-本科-模拟电路-spectre-matlab-verilog-pll-adc dac-pmu-dcdc,3-5年-本科-模拟电路-spectre-matlab-verilog-pll-adc dac-pmu-dcdc,南京物间科技有限公司,电子/半导体/集成电路-天使轮-1-49人,上海,电子/半导体/集成电路-天使轮-1-49人,"职位描述：
1、 独立负责或参与合作模拟集成电路模块的指标定义、电路设计及仿真验证，参与数据手册的编写、更新和维护。
2、 配合版图工程师完成所设计电路的版图设计，保证版图设计质量，完成后仿真、支持整体芯片的集成。
3、 协助测试工程师测试、验证模拟集成电路芯片或模块的功能及性能，协助解决测试开发中的问题并使产品成功进入量产。
4、 配合应用和现场应用工程师解答客户技术问题，配合解决客户端应用问题。
 
","任职要求：
1、 微电子、电路与系统、通信等集成电路相关专业，本科5年/硕士3年以上相关行业工作经验。
2、 具有扎实的模拟集成电路设计理论基础，熟悉数模混合设计流程，熟练使用常用EDA软件进行电路设计、版图设计和仿真验证。
3、 有BG/LDO/POR/OSC/XTAL/PLL/OPA/SAR ADC/SD ADC/DAC//DC-DC/IO/ESD等电路的设计、流片和验证经验优先。
4、 熟练使用常用测试仪器进行模拟集成电路芯片的测试验证。
5、 工作积极主动、吃苦耐劳，有良好的沟通和团队合作能力，学习和分析处理问题的能力。
6、 有较好的英文阅读、沟通和文档写作能力。"
179,电子工程师,模拟集成电路设计工程师,20-35k·14薪,南京,3-5年-本科-模拟电路-spectre-matlab-pll-pwm-osc-dcdc-adc dac,3-5年-本科-模拟电路-spectre-matlab-pll-pwm-osc-dcdc-adc dac,南京物间科技有限公司,电子/半导体/集成电路-天使轮-1-49人,南京,电子/半导体/集成电路-天使轮-1-49人,"职位描述：
1、 独立负责或参与合作模拟集成电路模块的指标定义、电路设计及仿真验证，参与数据手册的编写、更新和维护。
2、 配合版图工程师完成所设计电路的版图设计，保证版图设计质量，完成后仿真、支持整体芯片的集成。
3、 协助测试工程师测试、验证模拟集成电路芯片或模块的功能及性能，协助解决测试开发中的问题并使产品成功进入量产。
4、 配合应用和现场应用工程师解答客户技术问题，配合解决客户端应用问题。
 
","任职要求：
1、 微电子、电路与系统、通信等集成电路相关专业，本科5年/硕士3年以上相关行业工作经验。
2、 具有扎实的模拟集成电路设计理论基础，熟悉数模混合设计流程，熟练使用常用EDA软件进行电路设计、版图设计和仿真验证。
3、 有BG/LDO/POR/OSC/XTAL/PLL/OPA/SAR ADC/SD ADC/DAC//DC-DC/IO/ESD等电路的设计、流片和验证经验优先。
4、 熟练使用常用测试仪器进行模拟集成电路芯片的测试验证。
5、 工作积极主动、吃苦耐劳，有良好的沟通和团队合作能力，学习和分析处理问题的能力。
6、 有较好的英文阅读、沟通和文档写作能力。"
180,电子工程师,模拟电路设计工程师,薪资面议,上海-浦东新区,1-3年-本科,1-3年-本科,上海迦美信芯通讯技术有限公司,电子/半导体/集成电路-C轮-50-99人,上海-浦东新区,电子/半导体/集成电路-C轮-50-99人,"职责描述：

1.参与产品定义，评估产品技术可行性，明确产品设计要求。

2.根据产品要求设计适当的架构和方案，保证产品性能和提升可靠性。

3.按时高质量完成产品电路设计，与版图工程师合作完成版图设计，满足产品性能和可

靠性的要求。

4.撰写相关技术文档，参加团队内部技术交流。

5.协助产品测试，必要时做失效分析和debug,协助完成产品量产过程。

6.对市场推广人员进行必要的培训，协助AE/FAE 完成测试指导和客诉问题应对。



","岗位要求：

1.微电子／半导体／集成电路设计／电子工程相关专业，学士，硕士及以上学位。

2.对电路设计有热情和兴趣，有持续动力提升自己电路知识和设计能力。

3.思路开阔，有创新能力，能独立创造性的解决问题。

4.基础知识扎实，有较强的抗压能力，良好的学习能力，沟通能力，团队合作精神，乐

于分享。

5.工作1-3年以上，有0.18um以下工艺的成功流片经验。

6.熟悉Cadence等EDA专业工具，熟悉并能使用示波器，频谱仪等测试仪器。

有以下电路设计经验者优先：

1).低压／高精度 bandgap,高精度LDO,低压低功耗OSC,Chargepump 电路及电源管

理芯片，IO/ESD电路；

2).有ADC/DAC设计经验，及Filter 设计经历；

3).熟悉混合信号的仿真，包括基本的行为级模型搭建；

4).有55nm/40nm的设计经验优先

"
181,电子工程师,模拟电路设计工程师,25-35k,上海-浦东新区,1-3年-硕士,1-3年-硕士,上海迦美信芯通讯技术有限公司,电子/半导体/集成电路-C轮-50-99人,上海-浦东新区,电子/半导体/集成电路-C轮-50-99人,"岗位职责：
1.参与产品定义，评估产品技术可行性，明确产品设计要求。
2.根据产品要求设计适当的架构和方案，保证产品性能和提升可靠性。
3.按时高质量完成产品电路设计，与版图工程师合作完成版图设计，满足产品性能和可
靠性的要求。
4.撰写相关技术文档，参加团队内部技术交流。
5.协助产品测试，必要时做失效分析和debug,协助完成产品量产过程。
6.对市场推广人员进行必要的培训，协助AE/FAE 完成测试指导和客诉问题应对。
","岗位要求：
1.微电子／半导体／集成电路设计／电子工程相关专业，学士，硕士及以上学位。
2.对电路设计有热情和兴趣，有持续动力提升自己电路知识和设计能力。
3.思路开阔，有创新能力，能独立创造性的解决问题。
4.基础知识扎实，有较强的抗压能力，良好的学习能力，沟通能力，团队合作精神，乐于分享。
5.工作1-3年以上，有0.18um以下工艺的成功流片经验。
6.熟悉Cadence等EDA专业工具，熟悉并能使用示波器，频谱仪等测试仪器。
有以下电路设计经验者优先：
1).低压／高精度 bandgap,高精度LDO,低压低功耗OSC,Chargepump 电路及电源管理芯片，IO/ESD电路；
2).有ADC/DAC设计经验，及Filter 设计经历；
3).熟悉混合信号的仿真，包括基本的行为级模型搭建；
4).有55nm/40nm的设计经验优先"
182,电子工程师,模拟电路设计工程师,30-50k·13薪,上海-浦东新区,3-5年-硕士,3-5年-硕士,弘图微,电子/半导体/集成电路-50-99人,上海-浦东新区,电子/半导体/集成电路-50-99人,,
183,电子工程师,模拟电路设计工程师,50-80k,上海,5-10年-硕士,5-10年-硕士,某苏州电子/半导体/集成电路上市公司,电子/半导体/集成电路-已上市-100-499人,上海,电子/半导体/集成电路-已上市-100-499人,"模拟电路设计
1.配合产品线进行信号链芯片的规格定义和可行性分析，负责部分芯片的顶层架构设计和模块分解工作；
      2. 设计电路，并配合版图工程师完成版图设计工作，并参与芯片的测试评估和debug工作；
      3. 配合产品部门进行封装测试的量产导入工作，并参与早期客户的技术支持工作；
      4. 负责撰写产品设计过程中的相关技术文档，总结技术专题与同事分享，对技术创新点申请专利等工作；
      5. 参与数据手册文档更新，编写，维护;
","任职资格：
    1.    微电子、通信、计算机研究生毕业工作3年以上，有扎实的电路理论、掌握半导体物理与工艺等基础知识；
      2.有扎实的电路设计理论基础，擅长电路设计;
      3.有创新意识和钻研精神、热爱模拟电路设计；
      4.具有良好的沟通能力、协调能力以及团队合作意识；
      5.良好的英文读写交流能力。"
184,电子工程师,模拟电路设计工程师,40-60k·13薪,上海-浦东新区,5-10年-硕士-模拟电路-模拟工程师-模拟设计工程师,5-10年-硕士-模拟电路-模拟工程师-模拟设计工程师,兆易创新,电子/半导体/集成电路-沪深A股上市-1000-2000人,上海-浦东新区,电子/半导体/集成电路-沪深A股上市-1000-2000人,,
185,电子工程师,射频集成电路设计工程师/RFIC Designer,25-50k,苏州,3-5年-硕士-硬件设计-芯片设计-射频电路-集成电路-Cadence Allegro-Altium Designer-频谱分析仪-信号发生器,3-5年-硕士-硬件设计-芯片设计-射频电路-集成电路-Cadence Allegro-Altium Designer-频谱分析仪-信号发生器,上海磐启微电子有限公司,电子/半导体/集成电路-100-499人,苏州,电子/半导体/集成电路-100-499人,,
186,电子工程师,模拟电路设计工程师,25-35k·16薪,上海-浦东新区,1-3年-硕士,1-3年-硕士,上海迦美信芯通讯技术有限公司,电子/半导体/集成电路-C轮-50-99人,上海-浦东新区,电子/半导体/集成电路-C轮-50-99人,"薪资可谈。
岗位职责：
1.参与产品定义，评估产品技术可行性，明确产品设计要求。
2.根据产品要求设计适当的架构和方案，保证产品性能和提升可靠性。
3.按时高质量完成产品电路设计，与版图工程师合作完成版图设计，满足产品性能和可
靠性的要求。
4.撰写相关技术文档，参加团队内部技术交流。
5.协助产品测试，必要时做失效分析和debug,协助完成产品量产过程。
6.对市场推广人员进行必要的培训，协助AE/FAE 完成测试指导和客诉问题应对。

","岗位要求：
1.微电子／半导体／集成电路设计／电子工程相关专业，学士，硕士及以上学位。
2.对电路设计有热情和兴趣，有持续动力提升自己电路知识和设计能力。
3.思路开阔，有创新能力，能独立创造性的解决问题。
4.基础知识扎实，有较强的抗压能力，良好的学习能力，沟通能力，团队合作精神，乐
于分享。
5.工作1-3年以上，有0.18um以下工艺的成功流片经验。
6.熟悉Cadence等EDA专业工具，熟悉并能使用示波器，频谱仪等测试仪器。

有以下电路设计经验者优先：
1).低压／高精度 bandgap,高精度LDO,低压低功耗OSC,Chargepump 电路及电源管
理芯片，IO/ESD电路；
2).有ADC/DAC设计经验，及Filter 设计经历；
3).熟悉混合信号的仿真，包括基本的行为级模型搭建；
4).有55nm/40nm的设计经验优先"
187,电子工程师,电路设计工程师,15-30k,天津,5-10年-硕士-硬件设计-硬件工艺-数字电路-D语言,5-10年-硕士-硬件设计-硬件工艺-数字电路-D语言,飞腾信息技术有限公司,电子/半导体/集成电路-1000-2000人,天津,电子/半导体/集成电路-1000-2000人,"岗位职责：
1. 负责集成电路的电路设计/仿真工作；
2. 负责片内微电子电路的架构设计/仿真；
3. 向版图工程师输出电路设计数据；
","岗位要求：
1、微电子相关专业研究生及以上学历、具有扎实的微电子理论知识；
2、熟悉数字微电子电路或模拟微电子电路设计技术；
3、熟悉Verilog语言和仿真环境、了解低功耗设计和SoC基本知识；
4、熟悉常用EDA开发和验证工具；
5、具备先进晶圆工艺电路设计经验者优先；
6、能深入钻研疑难问题、快速的学习能力；
7、工作态度端正、责任心强、良好的自我驱动能力、优秀的团队合作和沟通协调能力。"
188,电子工程师,电路设计工程师,15-30k,长沙,5-10年-硕士-硬件设计-硬件工艺-数字电路-D语言,5-10年-硕士-硬件设计-硬件工艺-数字电路-D语言,飞腾信息技术有限公司,电子/半导体/集成电路-1000-2000人,长沙,电子/半导体/集成电路-1000-2000人,"岗位职责：
1. 负责集成电路的电路设计/仿真工作；
2. 负责片内微电子电路的架构设计/仿真；
3. 向版图工程师输出电路设计数据；
","岗位要求：
1、微电子相关专业研究生及以上学历、具有扎实的微电子理论知识；
2、熟悉数字微电子电路或模拟微电子电路设计技术；
3、熟悉Verilog语言和仿真环境、了解低功耗设计和SoC基本知识；
4、熟悉常用EDA开发和验证工具；
5、具备先进晶圆工艺电路设计经验者优先；
6、能深入钻研疑难问题、快速的学习能力；
7、工作态度端正、责任心强、良好的自我驱动能力、优秀的团队合作和沟通协调能力。"
189,电子工程师,模拟集成电路设计工程师,15-30k,上海-浦东新区,1-3年-硕士-cadence-模拟电路,1-3年-硕士-cadence-模拟电路,无锡前诺德半导体有限公司,电子/半导体/集成电路-战略投资-1-49人,上海-浦东新区,电子/半导体/集成电路-战略投资-1-49人,"职责描述：
在资深架构师的指导下,     
   1） 完成电路建模、设计和仿真验证，编写集成电路设计文档；
   2）规划版图布局，自主或协助layout工程师完成模拟IC版图设计和版图后仿真；
   3）编写产品测试规范，自主或协助测试工程师制定测试方案，完成模拟芯片的测试。



","任职要求：
1、 微电子/半导体/集成电路设计专业，硕士及以上学位
2、 具有良好的模拟集成电路设计基础，熟悉模拟电路设计EDA工具（Cadence工具链：Spectre/Virtuoso/Calibre）和设计流程；
3、 独立或参与过正向设计模拟芯片或芯片里的模拟电路模块（如：LDO、OPA、DC/DC、Comp、OSC等）；
4、 协助应用工程师，现场应用工程师解决芯片量产过程中的问题。
5、 工作积极主动并且有良好的团队合作精神。"
190,电子工程师,资深模拟电路设计工程师,50-80k·14薪,上海,5-10年-硕士,5-10年-硕士,旋智科技,电子/半导体/集成电路-C轮-50-99人,上海,电子/半导体/集成电路-C轮-50-99人,"岗位职责： 
1.独立担当Project Leader，与数字IC团队及软件和应用团队协作，定义电机驱动芯片的规格，特别是模拟电路的功能指标、电源域划分、ESD和Latch-up性能、抗干扰性能、自我保护机制以及控制方案等；
2.基于产品定义划分电路模块，采用CMOS,BCD高压工艺，与团队成员合作完成ADC/DAC, LDO, charge pump, AC-DC,DC-DC等相关电机驱动模拟电路设计；
3.基于电路要求提出版图设计注意事项，指导版图工程师完成版图设计；
4.完成电路的充分测试，分析功能或性能未达标的原因，找出解决方案，形成详细文档； 
5.负责撰写或指导规范的设计文档、专利交底书。

","任职要求：
1.硕士及以上学历，5年以上模拟IC设计经验，熟悉数模混合电路设计者优先；
2.有HALL、电机驱动IC、电源管理IC、VCM、OIS控制芯片设计、高压电路设计经验者优先；
3.精通模拟集成电路从产品定义、电路设计、仿真验证、版图实现、芯片测试到最终形成成熟产品的各个环节，注重方法学，特别要有系统视野；
4.较强的学习能力和分析解决问题能力，工作认真负责，客观严谨，勇于担当；
5.具有较强的对内对外沟通协调能力，良好的团队合作意识。

"
191,电子工程师,初级模拟电路设计工程师（北京）,20-45k,北京-朝阳区,经验不限-硕士,经验不限-硕士,辰芯半导体,电子/半导体/集成电路-A轮-50-99人,北京-朝阳区,电子/半导体/集成电路-A轮-50-99人,"岗位职责：
1. 从事IC模拟电路与系统的规格制定、电路设计、验证与测试； 
2. 规划版图布局，协助layout工程师完成版图设计，确保版图达到电路设计的要求； 
3. 协助测试工程师制定测试规范和解决测试开发中的问题； 
4. 协助应用工程师，现场应用工程师解决客户及其他应用问题； 
5. 负责相关设计文档的撰写。

","任职要求：
1. 初级模拟电路设计工程师有行业资深老师亲自带教，欢迎应聘；
2. 微电子或电路设计相关专业，硕士以上学历；
工作年限：初级设计工程师（1-3年）应届毕业生可内部培养，设计工程师（3年以上-5年），资深设计（5年以上）；
3. 熟悉半导体器件物理、CMOS/BCD工艺；理解并掌握基本模拟电路的原理和设计； 
4. 熟练掌握Analog相关EDA工具、Matlab或脚本程式语言；应届生有相关工具的使用经验即可；
5. 有ADC设计相关经验者优先；
6. 具有良好的团队精神，能够独立工作；良好的沟通能力、学习能力及问题分析处理能力。


      辰芯半导体（深圳）有限公司(Suncore Semiconductor Shenzhen co.LTD) 成立于2017年，是一家集设计、开发、销售应用于通讯、计算机、消费电子、工业和汽车领域的电源管理系统的高新技术企业。
      公司总部位于深圳，在深圳、北京分别设立了研发中心，创始团队 20+海外知名企业半导体背景，获得专精特新、科技型创新企业、质量管理体系ISO9001、环境管理体系ISO14001认证，已成功申请多项发明专利及实用新型专利，为公司业务的快速发展和产品质量水平的持续稳定提供了坚实的基础保障。
      公司成立以来，秉承不断创新的产品文化，拥有全球先进的电源管理系统架构、可快速编程类SoC 技术、快速的市场响应能力、牢固的客户关系以及强大的数模混合设计能力。专业的服务团队，严格的品质管理、优异的技术支持服务，使得辰芯所提供的货物品质稳定，保证原装正品。
      主要客户有：闻泰、三星、Moto、中诺、天珑、霍尼韦尔、西部数据、小米、荣耀、传音等知名企业。
      辰芯核心价值观：品质，创新，共赢，成就，以品质安身，用创新来持续增长，跟合作伙伴共赢，成就客户、伙伴、员工、股东、员工家庭幸福进而为成就伟大的国家贡献力量。
      企业正值高速发展时期，并准备筹划 IPO 上市，对于优秀人才有期权激励，股东结构具有上下游产业资本加持，稳定高速高质量发展，拥有具有较强竞争力的自主研发团队，主营产品应用领域广泛，潜在客户较多，市场需求量大，随着产能释放规模的稳步提升，销量及销售额将不断加大。

诚邀有识之士加入我们团队！有才干的你不要再低调了！
一但录用，我们会为您提供：
1、完善的假期组合
五天工作制，周末双休
2、福利、丰富多彩的员工生活
富有竞争力的薪资水平，骨干可享受期权激励；
各类保险、住房公积金、法定节假日；
节假日礼品礼金、旅游、团建、文体活动等等；
充满挑战性和创造性的项目，足够的成长机会；
巨大的上升空间，充分展示才华的舞台，不拘一格的晋升机制；


辰芯半导体（北京）有限公司
工作地点：北京朝阳区世奥国际中心A座1907室
地铁站：芍药居站或惠新西街北口站
"
192,电子工程师,MCU模拟电路设计工程师,40-60k·14薪,苏州-工业园区,经验不限-本科,经验不限-本科,某苏州电子/半导体/集成电路公司,电子/半导体/集成电路-战略融资-50-99人,苏州-工业园区,电子/半导体/集成电路-战略融资-50-99人,"1、定义和设计模拟电路或混合信号IC，负责模块和整体芯片的仿真和验证；
2、协助版图设计工程师并进行相关检查和后仿真，确保版图达到电路设计的要求；
3、负责设计芯片测试方案，协助对芯片样片进行测试评估；
4、撰写芯片设计、测试报告，协助测试工程师进行中测和成测规范的定义；

","岗位要求：
1、微电子学、集成电路、电子工程相关专业，本科以上学历，研究生优先；
2、1-3年以上（资深5年以上）模拟电路设计经验，至少1年MCU设计经验；
3、精通基准、运放、开关电容比较器等子电路设计；
4、熟练掌握电路设计、仿真、版图等EDA工具；
5、熟悉芯片失效分析方法，熟悉各类测试工具；
6、具备低噪运放、ADC、DAC、LDO、高精度RC振荡器等设计经验者优先；
7、具备良好的沟通能力、团队合作精神和技术文档编写能力；"
