序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
72,通信技术工程师,光纤传感高级硬件工程师,15-25k·16薪,杭州-滨江区,经验不限-学历不限-硬件设计-D语言,经验不限-学历不限-硬件设计-D语言,海康威视,智能硬件-沪深A股上市-10000人以上,杭州-滨江区,智能硬件-沪深A股上市-10000人以上,"职责描述：
1.负责光纤传感DAS/DTS产品开发，以及光学APD、BPD电路设计
2.参与光纤传感技术预研，包括光纤测应力、测风速风向等技术预研

","任职要求：
1.有光纤传感产品开发经验，熟悉光纤传感硬件设计架构；
2.对APD、BPD等光学采集链路有深刻了解；
3.对光纤传感系统运作原理有一定了解"
73,通信技术工程师,光纤检验员，测试员,5-7k·13薪,武汉-江夏区,经验不限-学历不限,经验不限-学历不限,武汉长进光子技术股份有限公司,电子/半导体/集成电路-融资未公开-100-499人,武汉-江夏区,电子/半导体/集成电路-融资未公开-100-499人,"职责描述：
1）快适应环境并耐心进行光纤检测工作。
2）对光纤进行检验，确认光纤品质，并做好检验记录。
3）完成部门交办的其它事务。

","任职要求：

1）光学等工科相关专业。
2）有光纤切割、熔接相关经验者优先。
3）了解光纤光学、激光原理等光纤相关基础知识。
4）具有较强的学习能力。做事认真细心，有责任心，态度端正，愿意长期稳定工作。"
74,通信技术工程师,光纤放大器（DEFA）工程师,15-25k,无锡-惠山区,5-10年-本科,5-10年-本科,江苏集萃复合材料装备研究所有限公司,专业技术服务-战略投资-50-99人,无锡-惠山区,专业技术服务-战略投资-50-99人,"岗位职责：
1.设计、开发和表征用于通信系统的光纤信号放大器。
2.将光学和光子学知识应用于整个产品周期的激光通信系统开发。
3.通过光纤激光器架构分析、定义操作概念，及定义降低风险的测试。
4.参与验证测试，包括环境鉴定、性能表征、可靠性测试和故障注入测试。
5.查看测试数据并调查和解决异常技术问题。

","任职要求：
1.申请人应具备物理学或电工电子工程学科学位，具有光纤放大器的设计，设置和测试经验。
2.具有 5 年的光学，光子学，激光技术或精密机械设计或测试经验。
3.具有优化光纤放大器在恶劣环境条件下正常工作的经验。
4.在基于光纤通讯和射频技术方面有实际工作经验的申请人优先考虑。
5.操作熔接机做光纤熔接和处理、光纤组件和系统以及相关技术的实践知识。
6.具有光学元件测试和故障排除技术、精密计量技术、制造和集成工艺方面的知识和经验。
7.具有构建光学实验室设置和试验板系统和演示器的经验。
8.具有计算机编程语言经验（例如 C++，LabVIEW 和/或 Python）。
9.具有很强的独立工作能力及团队合作精神，
10.具有有效的分析和以目标为导向的问题解决能力。
11.可以确定所分派工作量的优先等级并按时完成任务，可以有效地传达新概念。"
75,通信技术工程师,光纤客户经理,10-20k·14薪,武汉-洪山区,经验不限-本科-销售管理-客户管理-通信/网络设备-合同管理-市场洞察-区域销售-通讯/网络设备,经验不限-本科-销售管理-客户管理-通信/网络设备-合同管理-市场洞察-区域销售-通讯/网络设备,烽火通信,通信设备-已上市-10000人以上,武汉-洪山区,通信设备-已上市-10000人以上,"职责描述:
1、负责责任地区/责任产品销售合同的签订和履行； 
2、负责责任地区/责任产品销售目标、利润指标和销售回款率的达成； 
3、负责维护责任地区/责任产品的客户关系、处理客户投诉； 
4、负责搜集责任地区/责任产品市场信息，加以分析总结，按时向部门经理报告； 
5、负责责任地区光纤/责任产品市场的拓展和策划； 
6、完成销售部经理下达的其他工作。
","任职要求:
一、教育背景： 
1、本科及以上学历； 2、电子、通信、光学、物理、材料、机械、机电等专业； 
二、专业知识： 
1、了解光纤生产、测试、特种光纤应用者优先； 
2、有相关通信、传感、激光行业经验。 
三、技能要求： 
1）多种特种光纤或器件工艺和检测培训的经历优先； 
2）有独立负责区域内技术交流的经历，有处理产品质量投诉的经历； 
3）有独立进行客户关系拓展和维护的经历，有独立策划某一区域市场活动的工作经历。
四、语言要求： 
1、可进行简单英语交流，能查看翻译光通信、光纤传感等行业英文文献及产品指标页。 
五、个性特征： 做事认真细心，有责任心，快速适应环境，善于表达和沟通，态度端正，具备一定的学习能力，能够适应短途出差任务。"
76,通信技术工程师,光纤合束器研发工程师,20-40k·13薪,北京,5-10年-本科,5-10年-本科,某北京机械/设备公司,机械/设备-融资未公开-100-499人,北京,机械/设备-融资未公开-100-499人,"岗位职责：
1、负责光纤合束器器件的工艺开发等工作；
2、编写相关工艺文件；

","任职要求：
1、本科及以上学历要求3年及以上光纤类相关工作经验，硕士学历优先；
2、物理类、激光光电子以及光学工程等相关专业；
3、熟悉激光、光纤等相关知识；
4、有光纤熔接或光纤器件研发经验者优先。
5、有责任心，有耐心，仔细认真，有创新精神。"
77,通信技术工程师,光学工程师（光纤传感）,10-20k,深圳,经验不限-统招本科-光纤传感-光纤光学-波动光学-无源器件,经验不限-统招本科-光纤传感-光纤光学-波动光学-无源器件,光越科技(深圳)有限公司,电子/半导体/集成电路-100-499人,深圳,电子/半导体/集成电路-100-499人,"职责描述
1.负责光纤无源器件设计与试验；
2.负责光学探头设计与试验；
3.负责光纤传感光学光路设计与试验；
","任职要求
1、全日制本科及以上学历，光学工程、测试计量技术等理工科专业；
2、对光纤光学、波动光学具有较深的理解；
3、熟练掌握光学测量技术、光纤传感技术；
4、熟练掌握光路设计搭建方法及所涉及到的软件、仪器（光功率计、光谱仪等）；
5、有光纤传感类项目经验优先。"
78,通信技术工程师,光纤激光器高级工程师,30-50k,苏州-工业园区,5-10年-硕士,5-10年-硕士,苏州某激光设备生产企业,电子/芯片/半导体-A轮-500-999人,苏州-工业园区,电子/芯片/半导体-A轮-500-999人,"岗位职责
1. 负责MOPA脉冲光纤激光器光学测试方法的设计和优化，负责或指导相关测试平台搭建、产品可靠性测试等。 
2. 主导MOPA脉冲光纤激光器产品设计和开发，光学元器件的测试和选型，激光器原型机的生产制作等。 
3. 负责MOPA脉冲光纤激光器作业指导书编写并指导转产生产指导。 
4. 总结产品研发经验，持续改进产品性能，并根据用户或公司其他部门的要求进行设计修改和设计改进，完成产品定型工作； 
5.协助质量、市场人员解决客户技术问题。 
6.上级领导安排的其它工作。 
","任职要求 
1. 硕士及以上学历，光电信息、光学、物理等相关专业。 
2. 5年及以上MOPA脉冲光纤激光器的开发经验，精通MOPA脉冲光纤激光器所使用的光学元器件和设备，以及相关元器件的市场应用情况。"
79,通信技术工程师,脉冲光纤激光器研发经理,20-30k·14薪,武汉,经验不限-统招本科,经验不限-统招本科,某武汉知名公司,电力/热力/燃气/水务-战略融资-500-999人,武汉,电力/热力/燃气/水务-战略融资-500-999人,,
80,通信技术工程师,光纤激光器研发经理,18-20k·14薪,武汉,5-10年-统招本科,5-10年-统招本科,某武汉知名公司,电力/热力/燃气/水务-战略融资-500-999人,武汉,电力/热力/燃气/水务-战略融资-500-999人,"主要职责
1.负责高功率绿光/紫外脉冲光纤激光器产品设计和开发，光学元器件的测试和选型，激光器原型机的生产制作等。
2.负责高功率绿光/紫外脉冲光纤激光器光学测试方法的设计和优化，负责或指导相关测试平台搭建、产品可靠性测试等。
3.高功率绿光/紫外脉冲光纤激光器作业指导书编写并转产生产。
4.总结产品研发经验，持续改进产品性能，并根据用户指导或公司其他部门的要求进行设计修改和设计改进，完成产品定型工作；
5.协助质量、市场人员解决客户技术问题。
6.上级领导安排的其它工作。
","任职资格：
1. 本科及以上学历，光电信息、光学、物理等相关专业；
2.5年及以上 MOPA 脉冲光纤激光器的开发经验，熟悉 MOPA 脉冲光纤激光器所使用的光学元器件和设备，以及相关元器件的市场应用情况；
3.熟悉激光频率转换原理和工程化实现。"
81,通信技术工程师,光纤激光工程师（LZ）,25-45k,广州-黄埔区,经验不限-硕士,经验不限-硕士,粤港澳大湾区(广东)国创中心,政府/公共事业-100-499人,广州-黄埔区,政府/公共事业-100-499人,"职责描述:
职责描述：
1.实验室光纤激光系统的运行与维护；
2.高重频驱动激光整形方案设计与光路实现；
3.发展相位稳定窄线宽高重频脉冲光纤激光放大技术；
4.发展超稳定窄线宽低噪声连续光纤激光技术；
5.发展高精细度光学增益腔技术；
6.撰写光纤激光有关设计文档和技术文档
","任职要求:
1.激光工程、光学、物理学或光电相关专业硕士及以上学历；
2.熟悉激光技术及其理论知识，在光纤激光器方面有相关工作经验；
3.工作认真负责、耐心细致，动手能力强，有较强的自学能力和创新能力；
4.具有良好的沟通技能、团队合作精神和职业素养；"
82,通信技术工程师,脉冲光纤激光器研发工程师,14-15k·14薪,武汉,3-5年-本科,3-5年-本科,某武汉知名公司,电力/热力/燃气/水务-战略融资-500-999人,武汉,电力/热力/燃气/水务-战略融资-500-999人,,
83,通信技术工程师,光纤激光器高级研发工程师,25-35k,苏州-工业园区,5-10年-硕士,5-10年-硕士,贝林激光,机械/设备-已上市-100-499人,苏州-工业园区,机械/设备-已上市-100-499人,"1. 负责MOPA脉冲光纤激光器光学测试方法的设计和优化，负责或指导相关测试平台搭建、产品可靠性测试等。 
2. 主导MOPA脉冲光纤激光器产品设计和开发，光学元器件的测试和选型，激光器原型机的生产制作等。 
3. 负责MOPA脉冲光纤激光器作业指导书编写并指导转产生产指导。 
4. 总结产品研发经验，持续改进产品性能，并根据用户或公司其他部门的要求进行设计修改和设计改进，完成产品定型工作； 
5.协助质量、市场人员解决客户技术问题。 
6.上级领导安排的其它工作。 
","任职要求： 
1. 硕士及以上学历，光电信息、光学、物理等相关专业。 
2. 5年及以上MOPA脉冲光纤激光器的开发经验，精通MOPA脉冲光纤激光器所使用的光学元器件和设备，以及相关元器件的市场应用情况。"
84,通信技术工程师,研发工程师（光纤连接器）,15-25k,宁波-鄞州区,10年以上-统招本科,10年以上-统招本科,某宁波计算机硬件公司,计算机硬件-100-499人,宁波-鄞州区,计算机硬件-100-499人,,
85,通信技术工程师,光纤激光器高级工程师,30-45k·14薪,苏州,5-10年-硕士,5-10年-硕士,某苏州机械/设备上市公司,机械/设备-已上市-500-999人,苏州,机械/设备-已上市-500-999人,,
86,通信技术工程师,光纤传感研发工程师,10-20k,深圳-南山区,3-5年-本科,3-5年-本科,深圳市特发信息股份有限公司,金属制品-沪深A股上市-2000-5000人,深圳-南山区,金属制品-沪深A股上市-2000-5000人,"工作职责：
1、分布式光纤传感系统的设计和开发；
2、性能验证方案的制定和执行；
3、光学器件的选型和测试验证；
4、实验过程记录、相关技术文档编写；
5、参与分析和解决技术相关问题。
","任职要求：
1、光电、激光、光学、测控技术与仪器、信号与信息处理、光纤传感技术等相关专业；
2、本科及以上学历，3年以上相关工作经验优先；
3、熟悉分布式光纤传感系统的原理；
4、熟悉分布式光纤传感系统搭建和测试；
5、光纤传感领域2年以上相关工作经验优先；
6、踏实认真、良好的团队合作精神、较强沟通能力；
7、较强自我驱动力和学习能力。"
87,通信技术工程师,光纤通信研发工程师,25-30k,南通,经验不限-博士-光纤光栅,经验不限-博士-光纤光栅,某国内通信设备公司,通信设备-融资未公开-100-499人,南通,通信设备-融资未公开-100-499人,"职责描述：
1、 根据客户提供的技术指标或使用需求，完成特种光纤结构设计，
并最终实现光纤制备；
2、精通光纤传感相关技术原理，可以根据客户应用需求，提供系统
解决方案；
3、开展光纤光栅在线连续刻写技术的研究，并完成相关应用验证工
作；
4、参与客户技术交流及产品推广。
","任职要求：
1、博士学历，光纤通信、光学工程、无机非金属材料等相关专业；
2、具备较强的责任感，工作积极主动，勤奋敬业；
3、具备良好的沟通能力、组织协调能力及解决问题的能力；
4、具备常用办公软件使用、操作能力。"
88,通信技术工程师,光纤传感产品工程师,12-16k,深圳-坪山区,经验不限-统招本科,经验不限-统招本科,深圳太辰光通信股份有限公司,计算机硬件-沪深A股上市-5000-10000人,深圳-坪山区,计算机硬件-沪深A股上市-5000-10000人,"职责描述：
1.光纤传感器设计与开发；
2.光纤传感产品生产工艺；
3.光纤传感产品质量管控；
4.光纤传感产品市场支持及售后；
5.产品相关培训；
6.兼顾部分结构设计工作。

","任职要求：
1.熟练掌握光学基本原理、机械设计和传感测控的相关知识；
2.有相关光纤传感产品或项目开发经验；
3.熟练使用机械设计软件；
4.了解常见的光学元器件性能，有一定的项目经验； 
5.有良好的沟通和表达能力。



"
89,通信技术工程师,光纤传感研发工程师（项目经理）,20-35k·14薪,武汉-洪山区,3-5年-硕士,3-5年-硕士,汉威科技,仪器仪表-已上市-2000-5000人,武汉-洪山区,仪器仪表-已上市-2000-5000人,,
90,通信技术工程师,光纤激光器高级工程师,30-60k,苏州-工业园区,1-3年-硕士,1-3年-硕士,某苏州知名上市公司,机械/设备-已上市-500-999人,苏州-工业园区,机械/设备-已上市-500-999人,"岗位职责：
1. 负责MOPA脉冲光纤激光器光学测试方法的设计和优化，负责或指导相关测试平台搭建、产品可靠性测试等。 
2. 主导MOPA脉冲光纤激光器产品设计和开发，光学元器件的测试和选型，激光器原型机的生产制作等。 
3. 负责MOPA脉冲光纤激光器作业指导书编写并指导转产生产指导。 
4. 总结产品研发经验，持续改进产品性能，并根据用户或公司其他部门的要求进行设计修改和设计改进，完成产品定型工作； 
5.协助质量、市场人员解决客户技术问题。 
6.上级领导安排的其它工作。 

","岗位要求： 
1. 硕士及以上学历，光电信息、光学、物理等相关专业。 
2. 5年及以上MOPA脉冲光纤激光器的开发经验，精通MOPA脉冲光纤激光器所使用的光学元器件和设备，以及相关元器件的市场应用情况。"
91,通信技术工程师,光纤研发工程师,25-30k,南通,经验不限-博士,经验不限-博士,国内知名上市公司,通信设备-融资未公开-100-499人,南通,通信设备-融资未公开-100-499人,"岗位职责：
1、 根据客户提供的技术指标或使用需求，完成特种光纤结构设计，并最终实现光纤制备；
2、精通光纤传感相关技术原理，可以根据客户应用需求，提供系统解决方案；
3、开展光纤光栅在线连续刻写技术的研究，并完成相关应用验证工作；
4、参与客户技术交流及产品推广。
","任职要求：
1、博士学历，光纤通信、光学工程、无机非金属材料等相关专业；
2、具备较强的责任感，工作积极主动，勤奋敬业；
3、具备良好的沟通能力、组织协调能力及解决问题的能力；
4、具备常用办公软件使用、操作能力。"
92,通信技术工程师,光纤研发工程师,20-30k,南通,一年以下-博士,一年以下-博士,某国内通信设备上市公司,通信设备-已上市-10000人以上,南通,通信设备-已上市-10000人以上,"岗位职责：
1、 根据客户提供的技术指标或使用需求，完成特种光纤结构设计，并最终实现光纤制备；
2、精通光纤传感相关技术原理，可以根据客户应用需求，提供系统解决方案；
3、开展光纤光栅在线连续刻写技术的研究，并完成相关应用验证工作；
4、参与客户技术交流及产品推广。
","任职资格：
1、博士学历，专业相关；
2、具备较强的责任感，工作积极主动，勤奋敬业；
3、具备良好的沟通能力、组织协调能力及解决问题的能力；
4、具备常用办公软件使用、操作能力。
光纤、光栅"
93,通信技术工程师,光纤研发工程师,20-30k,南通,一年以下-博士,一年以下-博士,某国内通信设备上市公司,通信设备-已上市-10000人以上,南通,通信设备-已上市-10000人以上,"岗位职责：
1、 根据客户提供的技术指标或使用需求，完成特种光纤结构设计，并最终实现光纤制备；
2、精通光纤传感相关技术原理，可以根据客户应用需求，提供系统解决方案；
3、开展光纤光栅在线连续刻写技术的研究，并完成相关应用验证工作；
4、参与客户技术交流及产品推广。
","任职资格：
1、博士学历，专业相关；
2、具备较强的责任感，工作积极主动，勤奋敬业；
3、具备良好的沟通能力、组织协调能力及解决问题的能力；
4、具备常用办公软件使用、操作能力。
光纤、光栅"
94,通信技术工程师,高空间分辨率分布式光纤传感研究博士,30-40k,厦门,经验不限-博士,经验不限-博士,宏发股份,电子/半导体/集成电路-10000人以上,厦门,电子/半导体/集成电路-10000人以上,"研究内容：以公司产品的分布式光纤传感产品为基础，从低噪声光源，调制，放大，探测，解调等方面研究提升分布式光纤感光模块产品空间分辨的方法。
1、跟踪行业以及学术前言，了解新的分布式光纤传感方案；
2、设计量化测量低噪声光源噪声水平的方法；
3、了解新型的调制解调方案并设计试验验证新方案对提升传感系统性能的效果；
4、设计新的放大器方案，降低传感系统的噪声以及传感线路的非线性光学效应限制；
课题目标：
1、研究低噪声光源的噪声水平的评价方法以及搭建量化测试系统；
2、每年更新输出一次行业前沿技术以及方案调研报告；
3、至少指导1个产品的研发
","任职资格：
1、光纤传感以及通信相关专业；
2、在非线性光学，物理光学方面扎实基础；
3、具备设计光纤传感系统的经验；
4、具有良好的英文听说读写能力；具有良好的团队合作精神，较强的沟通协调能力；工作态度认真严谨，主动积极。"
95,通信技术工程师,光学工程师（光纤）,11-18k·14薪,天津-东丽区,经验不限-硕士,经验不限-硕士,北京凯普林光电科技股份有限公司,电子/半导体/集成电路-500-999人,天津-东丽区,电子/半导体/集成电路-500-999人,"1，工作职责 

（1）负责光纤激光器器件的封装工艺研究； 

（2）负责光纤激光器器件的测试方法研究； 

（3）负责光纤激光器器件在系统上的应用测试方案的设计及实现； 

（4）其他相关事务。 

 

2，","任职要求 

（1）学历：硕士研究生，有相关工作经验的可放宽至本科。 

（2）具备光纤激光理论知识、熟悉激光原理 

（3）熟练掌握各类光纤处理设备的使用及参数调试； 

（4）具有各类实验方案的设计及实现能力； 

（5）学习能力强、合作和沟通能力强、态度端正、主动性强 "
96,通信技术工程师,光纤光学工程师,10-15k,孝感,1-3年-本科,1-3年-本科,联光元和(上海)企业发展有限公司,仪器仪表-天使轮-1-49人,孝感,仪器仪表-天使轮-1-49人,"职责描述：
 1. 特种光纤的设计、制备以及光纤各项参数测试；

  2. 产品信息参数编撰、企业标准编撰；

  3. 负责优化光纤组件的制造、组装和测试流程；

  4. 新项目调研，市场调研。

","任职要求：
 1. 本科学历及以上，专业包括：物理、光信息、光学等相关专业；

  2. 有2年以上光纤测试/光纤器件制备经验或具有光学仿真经验或熟悉光学仿真软件相关工作经验；

    动手能力强、理解能力强，做事仔细、有耐心；

  3. 身体健康，热爱生活，性格开朗，乐于交流。"
97,通信技术工程师,生产主任（光棒光纤）,10-11k,无锡-宜兴,1-3年-本科,1-3年-本科,远东控股集团,电气机械/器材-10000人以上,无锡-宜兴,电气机械/器材-10000人以上,"职责描述:
1.生产管理
1.1组织所负责班组对生产计划管理及执行；
1.2组织整合内外部生产资源，提升瓶颈工序生产效率；缩短生产周期，及时满足用户需求；
1.3跟踪生产落实情况，对异常情况及时分析调整；
1.4协调处理当班各类突发及紧急事务；分析生产过程中出现的异常问题并组织落实整改；
1.5做好车间生产人员的考勤管理，根据生产进度组织安排加班事宜（需提前告知），对生产人员请假进行初步审核；
1.6每月对本班生产人员进行考核评分；
1.7协调内部员工关系，解决员工之间的纠纷； 
2.安全现场、环保、职业健康管理
2.1组织做好当班生产部员工及外来人员的安全培训，员工职业健康的监督与检查；
2.2组织落实生产现场、安全事故隐患及员工违章操作行为的检查、排查；
2.3协助组织督导各类安全现场、环保、职业健康不符合项的有效整改；
2.4协助组织策划危险源有奖征集、安全现场与环保知识竞赛等活动；
2.5组织工伤、火灾、高温中暑等应急预案的演练；
2.6本班生产现场6S管理检查与考评； 
3.生产实操技能改进与培养    
3.1结合工序生产实际，减少不合格品产生，提出改进意见和措施；
3.2组织本班员工岗前、岗中技能实操培训；
4.其他
4.1完成领导交办的其他任务。
","任职要求:
2年及以上光棒或光纤生产或技术相关工作经验，1年以上光棒或光纤工段长及以上管理经验；或2年以上光纤或光棒倒班工艺技术员工作经验

知识技能
1.较强的沟通协调能力、组织指导能力、执行能力；
2.熟练光棒及光纤专业知识、光棒及光纤生产流程和工艺；
3.能使用电脑及各种办公软件。"
98,通信技术工程师,光纤激光工程师,10-30k,北京-海淀区,经验不限-硕士,经验不限-硕士,清华大学,其他行业-10000人以上,北京-海淀区,其他行业-10000人以上,"一、	清华大学简介
清华大学的前身清华学堂始建于1911年，始终以高深的学术造诣、严谨的科学精神、深挚的爱国热情和精深的文化底蕴，蜚声中外。一代代清华人在“自强不息、厚德载物”的校训和“行胜于言”的校风中哺育，在“中西融汇、古今贯通、文理渗透”的办学风格和“又红又专、全面发展”的特色培养中成长。
新的百年，更美的清华园，更创新、更国际、更人文的清华等您来！
二、基本要求
	遵纪守法，思想政治素质好，身心健康，为人正直，爱岗敬业，认同清华文化；
	学习能力和执行力强，工作积极主动，踏实认真，有责任心，有较强的团队合作意识和服务意识。
三、工作待遇
	有竞争力的薪资和良好的事业发展平台，为员工提供专业的职业生涯规划指导和针对性的进修培训；
	根据学校安排和工作需要，享受寒暑假或年休假等福利；
	职工子女有机会在清华大学附属幼儿园和附属中小学入园就学；
	学校食堂的特色餐饮，图书、信息和网络资源，文体设施和体育场馆，文艺、体育、展演活动等都向您开放。
四、岗位职责：
1)	实验室光纤激光系统的运行与维护；
2)	高重频驱动激光整形方案设计与光路实现；
3)	发展相位稳定窄线宽高重频脉冲光纤激光放大技术；
4)	发展超稳定窄线宽低噪声连续光纤激光技术；
5)	发展高精细度光学增益腔技术；
6)	撰写光纤激光有关设计文档和技术文档
","任职要求：
硕士及以上学历，在光纤激光相关专业有工作经验。
"
99,通信技术工程师,光栅部-光纤传感产品工程师,12-16k,深圳-坪山区,1-3年-本科,1-3年-本科,深圳太辰光通信股份有限公司,计算机硬件-沪深A股上市-5000-10000人,深圳-坪山区,计算机硬件-沪深A股上市-5000-10000人,"岗位职责：
1.光纤传感器设计与开发；
2.光纤传感产品生产工艺；
3.光纤传感产品质量管控；
4.光纤传感产品市场支持及售后；
5.产品相关培训；
6.兼顾部分结构设计工作。
","任职要求：
1.熟练掌握光学基本原理、机械设计和传感测控的相关知识；
2.有相关光纤传感产品或项目开发经验；
3.熟练使用机械设计软件；
4.了解常见的光学元器件性能，有一定的项目经验；
5.有良好的沟通和表达能力。"
100,通信技术工程师,光纤激光工程师-工物系,10-30k,北京-海淀区,经验不限-硕士,经验不限-硕士,清华大学,其他行业-10000人以上,北京-海淀区,其他行业-10000人以上,"一、	清华大学简介
清华大学的前身清华学堂始建于1911年，始终以高深的学术造诣、严谨的科学精神、深挚的爱国热情和精深的文化底蕴，蜚声中外。一代代清华人在“自强不息、厚德载物”的校训和“行胜于言”的校风中哺育，在“中西融汇、古今贯通、文理渗透”的办学风格和“又红又专、全面发展”的特色培养中成长。
新的百年，更美的清华园，更创新、更国际、更人文的清华等您来！
二、基本要求
	遵纪守法，思想政治素质好，身心健康，为人正直，爱岗敬业，认同清华文化；
	学习能力和执行力强，工作积极主动，踏实认真，有责任心，有较强的团队合作意识和服务意识。
三、工作待遇
	有竞争力的薪资和良好的事业发展平台，为员工提供专业的职业生涯规划指导和针对性的进修培训；
	根据学校安排和工作需要，享受寒暑假或年休假等福利；
	职工子女有机会在清华大学附属幼儿园和附属中小学入园就学；
	学校食堂的特色餐饮，图书、信息和网络资源，文体设施和体育场馆，文艺、体育、展演活动等都向您开放。
四、岗位职责：
1)	实验室光纤激光系统的运行与维护；
2)	高重频驱动激光整形方案设计与光路实现；
3)	发展相位稳定窄线宽高重频脉冲光纤激光放大技术；
4)	发展超稳定窄线宽低噪声连续光纤激光技术；
5)	发展高精细度光学增益腔技术；
6)	撰写光纤激光有关设计文档和技术文档
","任职要求：
硕士及以上学历，在光纤激光相关专业有工作经验。
"
101,通信技术工程师,光纤耦合器工程师,12-20k,中山,3-5年-本科-硬件设计-PCB设计-硬件调试-硬件测试-单片机-ARM-电器-光谱分析仪,3-5年-本科-硬件设计-PCB设计-硬件调试-硬件测试-单片机-ARM-电器-光谱分析仪,中山市普惠鑫通信科技有限公司,通信设备-融资未公开-50-99人,中山,通信设备-融资未公开-50-99人,"职责描述：
1、推动光纤耦合产品的RMA失效改善工作，降低RMA率，提升客户满意度；
2、负责光纤耦合产品的客诉异常问题的日常沟通处理；
3、负责光纤耦合产品的RMA失效分析处理；
4、结合RMA失效分析原因，制定改善对策，维护更新光纤耦合产品的持续改善计划，并落实；

","任职要求：
1、本科及硕士以上学历，通信专业，光学、光电类专业；
2、能够使用相关分析工具如：SolidWorks、Zemax、SPC、DOE、GR&R；
3、熟悉光学理论与光学设计，熟悉半导体激光器封装流程与工艺；
4、了解光纤通信耦合器的数据和分析技能；"
102,通信技术工程师,光纤连接器工程师,8-10k,孝感-汉川,3-5年-本科,3-5年-本科,湖北三开技术有限公司,专业技术服务-1-49人,孝感-汉川,专业技术服务-1-49人,"岗位职责：
1、负责光纤连接器工艺改进、优化、良率提升、效率提升的管理工作；
2、负责光纤连接器车间员工的技术培训、指导，技术员的培养工作；
","任职要求：
1、光通信或其他相关专业，熟悉光纤连接器、光纤跳线生产工艺流程及相关生产检测设备；
2、3年以上光纤连接器、跳线从业经验；
3、熟练使用办公软件、AutoCAD等；
4、具备较强的执行力、计划能力、沟通协调能力、分析判断能力与人际社交能力；
5、具有敬业精神和拼搏精神，发挥较好的团队合作精神。"
103,通信技术工程师,光纤光栅工程师,20-35k·13薪,杭州-临平区,3-5年-统招本科-硬件工艺,3-5年-统招本科-硬件工艺,某宁波电子/半导体/集成电路公司,电子/半导体/集成电路-1-49人,杭州-临平区,电子/半导体/集成电路-1-49人,"岗位责任:
1、负责现有光纤光栅产品技术升级，
2、负责光纤光栅系列产品规划和设备搭建及升级，包括光栅刻写系统设计、性能测试、封装优化等:
3熟悉主要光源器件的工作原理，生产工艺及生产制造流程
4.负责新产品工艺验证方案的制定与实施
5.负责操作人员培训。
","任职要求:
1本科及以上学历，2年以上相关研发工作经验
2光学、光电子、光纤光学等相关专业:
3熟悉光纤光栅器件原理和工艺。"
104,通信技术工程师,光纤传感研发工程师（高级）,20-40k·13薪,上海,3-5年-硕士,3-5年-硕士,gato,电子/半导体/集成电路-100-499人,上海,电子/半导体/集成电路-100-499人,"职位信息
1.负责光纤传感器和光电子系统相关产品的研发；  
2.参与重要客户的技术交流及解决方案的设计
3.参与产品的现场实施并负责光学部分的指导。
","岗位要求：
1.硕士及以上学历，光电、激光、光学等相关专业；
2.3年以上相关经验（DAS/DVS/DTS/BOTDA），具有良好的研发能力，具有光纤传感器研发经验者优先；
3.熟悉低功率激光器、光纤光栅、无源光器件、光纤工程技术等技术原理；
4.熟悉光路总体设计与信号解调系统开发为佳；
5.具有模式识别经验者优先；
6.有较强的的动手能力和独立解决技术问题的能力。"
105,通信技术工程师,光纤研发高级工程师,15-25k,宁波,5-10年-本科,5-10年-本科,某南京IT服务公司,IT服务-1-49人,宁波,IT服务-1-49人,,
106,通信技术工程师,光纤光栅工程师,20-25k,杭州,5-10年-本科-光纤光栅-光纤传感器,5-10年-本科-光纤光栅-光纤传感器,某宁波电子/半导体/集成电路公司,电子/半导体/集成电路-1-49人,杭州,电子/半导体/集成电路-1-49人,"1、负责现有光纤光栅产品技术升级；
2、负责光纤光栅系列产品规划和设备搭建及升级，包括光栅刻写系统设计、性能测试、封装优化等；
3、熟悉主要光源器件的工作原理，生产工艺及生产制造流程；
4. 负责新产品工艺验证方案的制定与实施
5. 负责操作人员培训。

","任职要求：
1、本科及以上学历，2年以上相关研发工作经验；
2、光学、光电子、光纤光学等相关专业；
3、熟悉光纤光栅器件原理和工艺。"
107,通信技术工程师,光纤环销售工程师,10-20k,北京-昌平区,1-3年-大专-销售管理-团队管理-客户管理-市场洞察,1-3年-大专-销售管理-团队管理-客户管理-市场洞察,江苏亮点光电科技有限公司,电子/半导体/集成电路-A轮-100-499人,北京-昌平区,电子/半导体/集成电路-A轮-100-499人,"岗位职责:
1、负责光纤环产品销售项目的策划、组织和实施；
2、实施光纤环产品的销售工作，完成销售任务；
3、负责老客户维护，并持续挖掘新项目
4、负责光纤环客户信息收集、分析、开发，开拓新的行业市场。

","任职要求:
1. 大专及以上学历，光学、物理学等理工类相关专业；
2. 具有1年以上光纤环销售经验；
3. 具有较好的市场敏感度，客户关系处理能力；
4. 具有较强的学习能力、沟通和协调能力，逻辑分析判断能力，抗压能力；
5. 具有较强的团队协作精神、责任心、抗压能力，良好的客户服务意识；
6．有J工行业销售经验者优先。
7.base泰州/北京（泰州优先）"
