序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
23,通信技术工程师,光纤传感工程师/光学工程师,12-20k,武汉-江夏区,3-5年-本科-光纤传感-光学-光放大器,3-5年-本科-光纤传感-光学-光放大器,武汉普惠海洋光电技术有限公司,电子/半导体/集成电路-融资未公开,武汉-江夏区,电子/半导体/集成电路-融资未公开,"岗位职责：
1、高稳定性光源的研制:
2、光纤传感新技术开发;
3、光纤传感系统的设计和实施；
4、光学系统可靠性和稳定性改进。
","任职资格
1、 本科及以上 专 业， 光学相关专业。有基于干涉原理的光纤传感产品开发经验者优先;
2、有光放大器或传感用激光器相关经验者优先；
3、了解常用光纤的传输特性;
4、熟悉光纤光学及相关测试设备；
5、了解相关调制解调技术；
6、了解光放大技术及波分复用系统；
7、熟悉光纤光学及相关测试设备；
8、有光纤传感使用经验或光纤安装、防护处理经验者优先；
9、积极主动，能吃苦，有责任感、细心、有耐性；
10、其他要求 能适应加班和出差。"
24,通信技术工程师,光纤传感研发工程师,12-30k·14薪,武汉-江夏区,经验不限-硕士,经验不限-硕士,汉威科技,仪器仪表-已上市-2000-5000人,武汉-江夏区,仪器仪表-已上市-2000-5000人,"岗位职责：
1、光纤传感系统设计与开发，实现长距离光纤传感震动、温度、应力监测；
2、负责光纤传感硬件系统设计开发，组装调试；
3、负责光纤传感软件系统程序开发、算法优化、传感信号处理、特征数据提取等。
","任职要求：
1、全日制理工科背景，测控技术与仪器、光学工程、精密仪器、物理电子学、仪器仪表等相关或相近专业，硕士及以上学历；
2、熟练掌握分布式或点式光纤传感系统技术原理，光电子器件使用方法及原理，熟悉高灵敏度光纤敏感拾取技术、调制调解技术；
3、能独立完成光纤传感系统性能验证与系统开发，具备复杂系统问题分析与解决能力。
优先条件
有分布式光纤传感系统（DVS/DAS/BOTDA/BOTDR）开发经验优先考虑；
具体待遇面议
"
25,通信技术工程师,张磊教授项目组（微纳光纤传感器、柔性可穿戴传感器）博士后,30-35k,杭州-余杭区,经验不限-博士,经验不限-博士,之江实验室,人工智能-2000-5000人,杭州-余杭区,人工智能-2000-5000人,,
26,通信技术工程师,光纤跳线工程师,5-10k,武汉-江夏区,1-3年-本科,1-3年-本科,中连讯科(武汉)光电科技有限公司,工程管理/勘察/监理-1-49人,武汉-江夏区,工程管理/勘察/监理-1-49人,"职责描述：
1.根据产品线发展要求，主导设计光纤连接器，FA光纤阵列等工艺流程
2.结合竞品及本公司技术优势，完成原理性实验及可行性验证，确保产品功能实现；
3.完成光纤连接器研发、测试及失效分析，确保性能达标；
4.负责关键元器件的设计研发或合作开发及选用验证；
5.产品生产制程、工艺文件、品质标准及产品说明书等产品资料编写组织；
6.负责量产支持工作，主导良率提升及工艺改进；
7.生产、工艺与售后问题解决及客户技术指导；



","任职要求：
1、男女不限，30~35岁，本科或以上学历，机械电子等专业，英语读写熟练，熟练使用CAD。
2、在光纤组件行业有2年以上的工作经验，至少5年以上的光纤产品研发经验，制程工艺经验，对光纤产品组装的制程管控有较好的经验。
3、熟悉光纤活动连接器、FA光纤阵列、OSA、Pigtail等相关产品工艺制程；
4、具有独立的设计思考能力，可以带领团队共同进退。
5、依照新产品的开发流程完成相关资料标准定义及产品顺利导入到生产。
6、训导下属按要求完成部门的相关事项；协助上级完成其他交代的事项。"
27,通信技术工程师,光纤激光器研发工程师,30-50k·13薪,上海-浦东新区,3-5年-硕士-光纤激光器,3-5年-硕士-光纤激光器,上海虹剑光电科技有限公司,科技推广服务,上海-浦东新区,科技推广服务,,
28,通信技术工程师,光纤激光器研发工程师,10-20k·13薪,东莞-大朗镇,1-3年-本科,1-3年-本科,西安中科原子精密制造科技有限公司,电子/半导体/集成电路-50-99人,东莞-大朗镇,电子/半导体/集成电路-50-99人,,
29,通信技术工程师,光纤传感研发主管,30-35k,武汉-东西湖区,3-5年-统招本科,3-5年-统招本科,某郑州仪器仪表上市公司,仪器仪表-已上市-2000-5000人,武汉-东西湖区,仪器仪表-已上市-2000-5000人,"岗位职责：
1、光纤传感系统设计与开发，实现长距离光纤传感震动、温度、应力监测；
2、负责光纤传感硬件系统设计开发，组装调试；
3、负责光纤传感软件系统程序开发、算法优化、传感信号处理、特征数据提取等。
","任职资格：
1、全日制理工科背景，测控技术与仪器、光学工程、精密仪器、物理电子学、仪器仪表等相关或相近专业，硕士及以上学历，2年以上工作经验；资深人员本科也可；
2、熟练掌握分布式或点式光纤传感系统技术原理，光电子器件使用方法及原理，熟悉高灵敏度光纤敏感拾取技术、调制调解技术；熟悉信号系统与处理，熟练掌握数字信号处理技术（如数字滤波器、频谱分析、小波变换等）；
3、熟练掌控光谱仪、OTDR、偏振分析仪等光电仪表设备，有较强的实际动手能力；
4、熟练掌握基于Labview的测试程序开发；熟悉信号系统与处理，熟练Matlab/VC/Python中至少一门编程语言；
5、能独立完成光纤传感系统性能验证与系统开发，具备复杂系统问题分析与解决能力。"
30,通信技术工程师,光纤光栅工程师,25-35k,杭州,1-3年-统招本科-传感器-光纤传感器,1-3年-统招本科-传感器-光纤传感器,某宁波电子/半导体/集成电路公司,电子/半导体/集成电路-1-49人,杭州,电子/半导体/集成电路-1-49人,"
1、负责现有光纤光栅产品技术升级；
2、负责光纤光栅系列产品规划和设备搭建及升级，包括光栅刻写系统设计、性能测试、封装优化等；
3、熟悉主要光源器件的工作原理，生产工艺及生产制造流程；
4. 负责新产品工艺验证方案的制定与实施
5. 负责操作人员培训。

","任职要求：
1、本科及以上学历，2年以上相关研发工作经验；
2、光学、光电子、光纤光学等相关专业；
3、熟悉光纤光栅器件原理和工艺。
4、从事光纤光栅设计，制作及工艺岗位优先，
5、具有光纤光栅刻写平台搭建和维护经验者优先
6、具有光纤光栅实操经验优先，需要实操光栅刻写的经验
"
31,通信技术工程师,光纤传感研发工程师（TL）,20-35k,武汉,经验不限-统招本科-光纤传感技术,经验不限-统招本科-光纤传感技术,某郑州仪器仪表上市公司,仪器仪表-已上市-2000-5000人,武汉,仪器仪表-已上市-2000-5000人,"岗位职责：
1、光纤传感系统设计与开发，实现长距离光纤传感震动、温度、应力监测；
2、负责光纤传感硬件系统设计开发，组装调试；
3、负责光纤传感软件系统程序开发、算法优化、传感信号处理、特征数据提取等。
","任职要求：
1、全日制理工科背景，测控技术与仪器、光学工程、精密仪器、物理电子学、仪器仪表等相关或相近专业，硕士及以上学历；
2、熟练掌握分布式或点式光纤传感系统技术原理，光电子器件使用方法及原理，熟悉高灵敏度光纤敏感拾取技术、调制调解技术；熟悉信号系统与处理，熟练掌握数字信号处理技术（如数字滤波器、频谱分析、小波变换等）；
3、熟练掌控光谱仪、OTDR、偏振分析仪等光电仪表设备，有较强的实际动手能力；
4、熟练掌握基于Labview的测试程序开发；熟悉信号系统与处理，熟练Matlab/VC/Python中至少一门编程语言；
5、能独立完成光纤传感系统性能验证与系统开发，具备复杂系统问题分析与解决能力。"
32,通信技术工程师,激光工程师（光纤）,15-25k,深圳-宝安区,1-3年-本科,1-3年-本科,深圳市韵腾激光科技有限公司,电子/半导体/集成电路-融资未公开-100-499人,深圳-宝安区,电子/半导体/集成电路-融资未公开-100-499人,"职位描述：
岗位职责： 
1、负责光纤激光器的研发工作，包括光纤激光器的总体设计、光路搭建、性能测试及优化改进等。 
2、负责光纤激光器中光学元器件的选型、测试以及检验标准的建立等。 
3、负责光纤激光器相关技术文件的编制工作。 
4、负责处理光纤激光器在设计、工艺、生产、测试、试验方面的技术问题和质量问题。 
","任职要求： 
1、本科及以上学历，光学工程、光信息科学与技术、光电子、激光等相关专业 
2、一年以上光纤激光器研发设计相关工作经验； 
3、有使用光纤熔接机的经验优先； 
4、具有良好的团队协作精神，学习能力强，动手能力。"
33,通信技术工程师,系统工程师（光纤）,15-25k·15薪,合肥-高新区,1-3年-硕士-光纤传感系统,1-3年-硕士-光纤传感系统,安徽至博光电科技股份有限公司,计算机硬件-融资未公开-100-499人,合肥-高新区,计算机硬件-融资未公开-100-499人,"岗位职责：
1、负责光纤传感系统的原型机研发及工程机开发工作；
2、负责新技术的调研与应用；
3、参与公司中长期技术研发规划的制定及公司内设实验室的建设；
4、负责公司安排的其他支撑工作。

","任职要求：
1、具备独立完成光纤传感系统搭建及验证的能力；
2、具备光纤传感系统（例如DAS/DVS）与信号解调系统开发的能力；
3、熟悉掌握分布式或点式光纤传感系统技术原理，具有扎实的光纤传感及光学知识；
4、熟悉低功率激光器、光纤光栅、无源光器件、光纤工程技术等技术原理，熟练掌握光谱仪、频谱仪等光电测量设备，能够有较强的实际动手能力与复杂系统问题分析与解决能力。
"
