序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
118,算法工程师,Java工程师,15-20k,湖州-南浔区,3-5年-本科-JVM-系统开发-模块开发-SQL,3-5年-本科-JVM-系统开发-模块开发-SQL,浙江兆弟控股有限公司,机械/设备-2000-5000人,湖州-南浔区,机械/设备-2000-5000人,"岗位职责：

1. 支持实施工程师的工作，负责对Java开发项目或任务工作量技术可行性评估；

2. ，负责根据实施顾问的要求编制对应的开发方案，负责程序开发、系统测试与维护，保证交付质量；

3. 改进现有功能模块，提高系统的健壮性、安全性和稳定性，优化产品性能，关键技术问题攻关，协助解决开发过程中遇到的技术难题；

4. 负责对开发的项目进行操作手册的编写以及关键用户的培训；

5. 负责日常系统开发与维护（包含OA系统、APP、小程序或者企业微信等）。



","任职要求：

1. 3-5年工作经验，本科及以上学历，软件工程、计算机科学与技术、电子信息工程等计算机软件、IT相关专业；

2. 本科及以上学历优先考虑；

3. 熟悉Java语言，有扎实的Java基础，熟悉数据结构、设计模式、JVM原理及调优，掌握Java多线程编程，对Java编程技术、网络编程、数据结构与算法、数据库SQL开发,html,css,js有高度兴趣；

4.优秀的沟通表达能力，有技术热情，有良好的编程风格，能够书写规范，优质的代码，且具备较强的学习能力与团队协作精神。"
119,算法工程师,搜索算法专家,80-100k·14薪,北京-海淀区,10年以上-本科-数据处理-自然语言处理,10年以上-本科-数据处理-自然语言处理,某科技公司,电子/芯片/半导体-融资未公开-100-499人,北京-海淀区,电子/芯片/半导体-融资未公开-100-499人,"工作描述：
1. 参与知乎搜索召回、相关性、排序架构升级&算法迭代，提升知乎搜索用户体验效率； 
2. 基于海量的用户行为数据以及人工标注数据，利用数据挖掘、机器学习、NLP等技术，对搜索排序进行优化，满足用户搜索需求； 3. 研究方向包括：query理解、query-图文/问答/视频文本语义召回、相关性匹配、 CTR/点赞/收藏 等多目标排序，大模型搜索应用等
","任职要求：
1. 自然语言处理、文本挖掘、机器学习、人工智能等相关专业、或者在该领域有相关经验； 
2. 熟悉人工智能、自然语言处理、搜索排序等领域前沿技术，能快速落地到业务场景； 
3. 熟悉linux开发环境，精通python, java, c++，熟练使用hadoop, spark sql， flink等大数据处理工具，有扎实的数据结构与算法基础； 
4. 对数据，业务敏感，对解决挑战性问题充满热情，具备较强的抽象能力，项目推动能力以及创新能力； 
5. 有搜广推经验者优先；有kaggle 竞赛经验者优先
"
120,算法工程师,深度学习算法工程师,18-30k,杭州-余杭区,1-3年-硕士-图像处理-图像检测-图像识别-TensorFlow-PyTorch-pandlepandle,1-3年-硕士-图像处理-图像检测-图像识别-TensorFlow-PyTorch-pandlepandle,杭州利珀科技有限公司,IT服务-C轮-100-499人,杭州-余杭区,IT服务-C轮-100-499人,"职位职责：
1.负责深度学习（2D/3D）算法的设计、开发、测试，主要是检测、分割和分类、样本增强及生成，服务于工业视觉检测；
2.参与项目预研，进行风险及可行性评估，明确算法开发的技术目标和开发节奏，并能按计划如期达成；
3.探索相关算法发展的新趋势、新技术，并能不断应用于算法开发工作中，优化算法效果。
","任职要求：
1.硕士及以上学历，英语6级，至少发表过一篇深度学习方面高水平论文（SCI/CVPR）。
2.1年以上深度学习相关经验，在目标检测，图像分割，分类，边缘检测，异常检测，样本生成增广/增强等方面有相关开发经验，深入了解过算法的原理。
3.熟悉计算机视觉，熟练掌握Python/C++，具有扎实的数据结构与算法知识储备；
4.精通pytorch/pandlepandle/tensorflow等深度学习框架中的一种，在模型训练和优化方面有实战经验和独立见解。
注：1.在深度学习方向有丰富项目经验的硕士应届生亦可投递，需尽快到岗。
2.在工业领域做过缺陷检测、目标检测、图像分割等相关的项目优先考虑。"
121,算法工程师,Erlang服务端开发工程师,17-25k·13薪,广州,1-3年-统招本科-服务器开发-模块开发,1-3年-统招本科-服务器开发-模块开发,广州四三九九游戏,游戏-融资未公开-1000-2000人,广州,游戏-融资未公开-1000-2000人,"岗位职责
1、参与服务器端需求设计，使用Erlang语言编写服务器端各模块与逻辑代码；
2、服务器端代码测试与维护。

","任职要求
1、本科及以上学历，计算机、软件相关专业；
2、精通C/C++或Java，无Erlang编程经验者，可由C/C++或Java转型；
3、1年以上网络游戏/互联网行业大型项目经验者优先；
4、熟悉Linux环境，精通数据结构与算法、Socket编程、多线程编程等；
5、熟悉至少一种常用数据库，如MySQL的设计、开发与优化；
6、良好的沟通能力与团队协作能力，高度的工作责任心和敬业精神。
7、 踏实上进，善于钻研技术，富于团队精神，喜欢游戏行业。"
122,算法工程师,高级爬虫策略算法工程师,30-50k,杭州-余杭区,5-10年-本科,5-10年-本科,字节跳动,互联网-其他-10000人以上,杭州-余杭区,互联网-其他-10000人以上,"工作职责：
1. 负责爬虫系统的核心技术研发，支持海量数据采集分析与挖掘，实现业务赋能；
2. 负责互联网资源特征数据挖掘，包括页面特征、页面价值、变化趋势等；
3. 设计各种策略与算法，提升爬虫系统的资源收录与更新效果。
","任职要求：
1. 本科及以上学历，2年以上策略算法相关工作经验；
2. 熟悉Linux开发环境，精通C++/Python/Java/Go其中一门语言；
3. 熟悉常见的机器学习模型算法，了解深度学习原理和框架；
4. 具备扎实的编码能力，熟悉常见数据结构与算法；
5. 加分项：网页抓取/页面解析/数据挖掘/统计分析 经验者优先。
"
123,算法工程师,python/C/C++/Java/Go 开发或测试工程师,14-27k·14薪,上海,经验不限-统招本科-通信领域-Android-iOS-Python-Java-C/C++,经验不限-统招本科-通信领域-Android-iOS-Python-Java-C/C++,某大型世界500强通信设备公司,通信设备-融资未公开-10000人以上,上海,通信设备-融资未公开-10000人以上,,
124,算法工程师,Java开发工程师,10-12k·13薪,黄石-大冶,3-5年-统招本科-SpringBoot-Mybatis-MySQL-SQL Server,3-5年-统招本科-SpringBoot-Mybatis-MySQL-SQL Server,某国内大型食品/饮料/酒水公司,食品/饮料/酒水-融资未公开-10000人以上,黄石-大冶,食品/饮料/酒水-融资未公开-10000人以上,"tips：本科以上+35岁以内+3年以上经验

职责描述：
1、根据需求,负责业务平台或业务支持系统的设计、维护,以及代码开发工作；
2、根据开发规范编写各种开发文档及项目文档；
3、完成软件开发任务分工模块代码的编写及系统优化；
4、协助需求方进行技术调研。

","任职要求：
1、35周岁以下，本科及以上学历；
2、熟悉java io、多线程、socket编程等基础知识，熟悉基本数据结构与算法，有缓存中间件、消息中间件的使用经验者优先；
3、了解Springboot、srpingcloud、MyBatis等主流的开发框架，有实际项目使用经验，理解相关框架原理，并可进行性能调优；
4、精通MySQL，熟悉SQlserver等数据库；
5、工作勤奋有极强的责任心，思维严谨，有团队工作精神。

五险一金 年终奖金 带薪年假 节日礼物 定期体检 通讯津贴 免费班车 绩效奖金 四星公寓 营养食堂"
125,算法工程师,游戏开发工程师,35-65k·16薪,上海,经验不限-学历不限-游戏开发-引擎开发-客户端游戏-Python,经验不限-学历不限-游戏开发-引擎开发-客户端游戏-Python,某深圳大型互联网公司,互联网-融资未公开-10000人以上,上海,互联网-融资未公开-10000人以上,,
126,算法工程师,嵌入式软件架构师,50-80k·14薪,深圳,5-10年-学历不限-网络开发-Linux,5-10年-学历不限-网络开发-Linux,深圳亨嘉管理咨询有限公司,互联网/电商-50-99人,深圳,互联网/电商-50-99人,"岗位职责
1. 负责Linux的底层驱动开发，结合硬件、中间层软件等进行联合调试；
2. 负责linux下网卡、加解密等驱动开发；
3. 负责linux系统下设备驱动的开发及优化工作，包括存储、低速接口(uart,spi等)、高速接口 (usb, pcie, ethernet等)以及相应的外设。
4. 负责底层SDK编写；
5. 根据软件需求完成架构设计、模块详细设计，并输出文档；
6. 依照软件开发流程完成项目各阶段软件的输出和验证。
","岗位要求：
1. 通信、电子、计算机等相关专业本科及以上学历，8年以上Linux 驱动研发工作经验；
2. 精通 C/C++编程;
3. 熟悉 Linux kernel，对文件系统、进程管理机制、内存管理机制、内核网络协议栈有深入了解，具有 kernel driver/user mode driver 开发经验；
4. 熟悉linux内核原理及源码和linux驱动与应用开发；
5. 有良好的网络、数据存储、计算机体系结构方面的知识，熟悉IO virtualization技术，了解KVM虚拟化、k8s, OpenStack 者优先
6. 熟悉网络二三层转发、熟悉DPDK/SPDK，有性能优化经验者优先；
7. 熟练掌握数据结构与算法、有很强的问题分析和推进解决的能力，具备很强技术敏感度和故障排查经验，勇于接受挑战；
8. 对云计算的现在和未来有一定的理解；熟知云计算的业务、技术以及实践经验者优先。"
127,算法工程师,C++软件工程师,25-40k·14薪,北京-海淀区,3-5年-本科-Qt-并发-C++,3-5年-本科-Qt-并发-C++,梅卡曼德(北京)机器人科技有限公司,计算机软件-C轮-500-999人,北京-海淀区,计算机软件-C轮-500-999人,"工作职责：
1. Mech-Viz机器人仿真平台软件的开发与维护；
2. 任务与运动规划(Task and Motion Planning)算法的开发及优化；
3. 机器人运动学算法的开发及优化。

","任职资格：
1. 本科及以上学历，计算机、自动化、数学等相关专业背景；
2. 具有3年以上软件开发或系统集成经验，熟练掌握C++、STL，熟悉QT；
3. 熟悉常用数据结构与算法，熟悉常用的设计模式；具有良好的代码风格和习惯，对代码的质量、性能有较高追求；
4. 具有较强的沟通和团队合作精神，对技术富有钻研精神，责任心强。

具有以下技能(一项或多项) 更佳：
1. 丰富的并发编程经验；
2. 熟悉机器人运动学与动力学；
3. 熟悉常见的机器人运动规划算法；
4. 了解计算机图形学，有OpenGL、Osg使用经验。"
128,算法工程师,前端开发,18-35k·16薪,南京-雨花台区,经验不限-统招本科,经验不限-统招本科,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,南京-雨花台区,通信设备-融资未公开-10000人以上,,
129,算法工程师,JAVA高级开发工程师 (MJ003748),30-40k·14薪,上海-闵行区,5-10年-统招本科-架构设计-框架开发-框架设计-消息队列-Java,5-10年-统招本科-架构设计-框架开发-框架设计-消息队列-Java,晶科能源有限公司,新能源-10000人以上,上海-闵行区,新能源-10000人以上,,
130,算法工程师,高性能计算开发工程师,12-20k·15薪,西安-高新区,3-5年-统招本科-系统设计-架构设计-Python-C++-Linux,3-5年-统招本科-系统设计-架构设计-Python-C++-Linux,某知名公司,电子/半导体/集成电路-融资未公开-100-499人,西安-高新区,电子/半导体/集成电路-融资未公开-100-499人,"岗位职责：
- 负责 HPC 框架开发及优化。
","岗位要求：
1. 熟练掌握 C/C++/Python 等开发语言，熟悉数据结构与算法；
2. 具有高性能计算研究及开发背景，了解相关评测方法及工具；
3. 具有系统优化相关经验；
4. 了解操作系统架构，熟悉 linux 代码。"
131,算法工程师,Pascal开发工程师,17-25k·14薪,杭州-西湖区,经验不限-大专-系统开发-Objective-C-C/C++-C语言,经验不限-大专-系统开发-Objective-C-C/C++-C语言,中焯信息,计算机软件-融资未公开-100-499人,杭州-西湖区,计算机软件-融资未公开-100-499人,"岗位职责
1、根据项目开发设计文档，编写程序及其相关开发文档；
2、能独立处理和解决所负责的任务，解决开发过程中的技术难题；
3、负责系统的性能及可靠性调优；
4、参与相关产品需求讨论与产品系统架构的设计和优化工作；
5、主要工作方向：证券交易、行情数据处理
","岗位要求
1、有实际Delphi项目开发经验；
2、精通Delphi，理解面向对象编程思想；熟悉常用的数据结构与算法；
3、熟悉多线程开发、Socket网络编程，有大并发服务端系统开发经验优先；
4、具备良好的编码习惯及开发文档书写习惯；
5、工作责任心强，有较强的语言表达能力和文字理解能力；
6、具备良好的合作态度及团队精神，有工作激情、创新欲望和责任感；
7、善于学习，乐于分享，能承受较大工作压力。
8、有金融行业开发经验优先"
132,算法工程师,App业务-Java技术专家,40-60k·15薪,北京,5-10年-本科-模块开发-架构设计-框架设计-框架开发-IT/信息化领域-前端开发-MySQL,5-10年-本科-模块开发-架构设计-框架设计-框架开发-IT/信息化领域-前端开发-MySQL,美团,互联网-港股上市-10000人以上,北京,互联网-港股上市-10000人以上,,
133,算法工程师,高级软件工程师,15-25k,长沙,3-5年-本科-C/C++-机器人研发-军工装备-通信领域,3-5年-本科-C/C++-机器人研发-军工装备-通信领域,某长沙电子/半导体/集成电路公司,电子/半导体/集成电路-战略融资-100-499人,长沙,电子/半导体/集成电路-战略融资-100-499人,"岗位职责：

1. 负责项目软件开发工作，包括但不限于软件设计方案，代码编程、调试改错、测试与验收、维护升级等；

2. 参与项目软件需求分析，评估软件研发风险，向客户和公司提供合理解决方案；

3. 按时完成项目软件开发任务，保证项目质量；

4. 为市场工作提供必要的产品和技术支持工作；

5. 编制软件研发及生产所需文档，按公司要求及时归档；

6. 完成公司领导及项目经理交办的其它工作。

","岗位要求：

1. 精通C/C++编程，熟悉数据结构与算法，具有一定的界面编程经验。

2. 熟悉数据处理、数据可视化、综合显控平台开发等业务。

3. 三年以上相关领域从业经历。

4. 较强的团队协作与沟通能力。

5. 大学本科及以上学历，计算机/电子/电气/通信/仪器/自动化专业。"
134,算法工程师,服务端高级研发工程师 - 短视频（用户增长方向）,25-50k,杭州-余杭区,5-10年-本科,5-10年-本科,字节跳动,互联网-其他-10000人以上,杭州-余杭区,互联网-其他-10000人以上,"工作职责：
1、负责短视频用户增长业务的服务端研发工作
2、深入发掘和分析业务需求，设计合理的技术方案并实现
3、持续对系统进行架构改造和优化，提升系统的稳定性与可扩展性
","任职要求：
1、一年以上的后台开发经验
2、具有良好的业务理解及抽象能力
3、熟练使用基本的数据结构与算法，具备良好的编码习惯
4、有大规模分布式系统的设计和开发经验，能独立完成系统的设计及开发
5、熟练掌握 Golang/Java/Python 常用框架，深入了解框架提供的特性及其实现原理细节
6、熟悉分布式系统，熟练掌握关系型、非关系型数据库，熟练掌握一种以上服务框架和消息中间件
7、了解各自的实现原理及使用场景
8、有较强的责任心、自驱力和成长型思维"
135,算法工程师,Go开发工程师,25-35k·13薪,上海,1-3年-本科-后端开发-网络开发-架构设计-Golang-LabVIEW-C++,1-3年-本科-后端开发-网络开发-架构设计-Golang-LabVIEW-C++,某国内互联网上市公司,互联网-已上市-50-99人,上海,互联网-已上市-50-99人,"岗位职责：
1、负责项目的设计架构与业务目标，参与设计并实现高稳定高并发高可用Web后端RPC服务组件；
2、参与需求评审和实现设计，与其他岗位成员配合将需求完成落地；
3、具备结果导向思维，明确业务上线目的，保障负责模块高效、稳定的运行；
4、具有较强的安全意识，保护好各类线上环境的密钥、登录凭证、连接地址等敏感信息；
5、参与项目的实施对接，过程中自己负责的时间段内应做到及时回应、及时响应、及时处理。
","任职要求：
1、5年以上后端开发经验，至少3年以上Golang公司项目开发经验；
2、精通Go语言、了解其runtime、协程、GC、Channel等内部机制，对Linux操作系统有较深理解；
3、数学或计算机相关专业出身，有较强的数据结构与算法功底，充分理解TCP/UDP、HTTP等网络协议内容；
4、熟悉后端开发中常用架构（如微服务、服务网格等），熟练使用常用中间件于开发工具；
5、有C/C++项目经验者优先；"
136,算法工程师,C++开发工程师,30-35k,南京,3-5年-硕士-C++-Qt,3-5年-硕士-C++-Qt,某国内医疗器械公司,医疗器械-A轮-50-99人,南京,医疗器械-A轮-50-99人,"【岗位职责】
1.负责基于C++／Qt跨平台桌面端应用的架构与设计；
2.与业务部门人员沟通，协助完成产品需求分析与设计；
3.负责软件功能模块的研发，代码编写工作，确保项目开发按进度推进。

【","任职要求】
1.研究生及以上学历，计算机及相关专业优先，3-5年C++软件/系统开发经验；
2.良好的计算机基础，了解操作系统、网络、文件系统、常见的数据结构与算法等；
3.熟练运用C++编程语言，理解C++语言特性，对C++的STL、内存管理、模板有一定认识；
4.掌握面向对象编程思想，熟悉常用的设计模式；
5.熟悉Qt相关控件，熟悉Qt的事件、信号槽、网络机制，了解Qt框架下多线程并发与图形绘制；
6.熟悉qmake，cmake跨平台构建工具。

【加分项】
1.有成熟的跨平台桌面端项目经验者优先；
2.有VTK，ITK相关工作经验者优先；
3.对计算机图形图像学有了解，有过3D视觉软件相关开发经验者优先。"
137,算法工程师,WEB前端开发工程师,25-35k·15薪,北京-海淀区,3-5年-本科-React-Javascript-人工智能领域-汽车领域,3-5年-本科-React-Javascript-人工智能领域-汽车领域,某北京专业技术服务公司,专业技术服务-A轮-1-49人,北京-海淀区,专业技术服务-A轮-1-49人,,
138,算法工程师,应用软件工程师,25-50k·15薪,上海,经验不限-统招本科-嵌入式-linux,经验不限-统招本科-嵌入式-linux,某智能驾驶头部企业,互联网/电商-C轮-500-999人,上海,互联网/电商-C轮-500-999人,,
139,算法工程师,性能分析工具研发工程师,20-40k,北京-海淀区,经验不限-本科,经验不限-本科,字节跳动,互联网-其他-10000人以上,北京-海淀区,互联网-其他-10000人以上,"工作职责：
1. 开发数据中心架构下的静态及动态语言性能分析工具，用于发现数据中心的集中式代码热点；
2. 改造已有开源工具来适配数据中心常态化及对业务无损的性能分析采集需求；
3. 维护和迭代传统单机版本的性能刻画、性能分析、代码执行追踪及调试工具，并适应新的CPU架构（ARM64及RISC-V）。
","任职要求：
1. 熟悉计算机体系结构、操作系统原理；
2. 熟悉下列任意其一或多种工具的原理实现，并阅读过核心实现代码：
  a. Linux kernel perf_event/Linux perf tool
  b. Binutils
  c. Java Async Profiler
  d. JVisualVM/JConsole/JVMTI
3. 熟练数据结构与算法，熟练使用C/C++/Java/Python/Go其中之一。"
140,算法工程师,容器平台高级工程师,30-50k·15薪,北京,3-5年-统招本科-K8S-容器,3-5年-统招本科-K8S-容器,某上海大型计算机软件公司,计算机软件-D轮及以上-100-499人,北京,计算机软件-D轮及以上-100-499人,"1、负责云基础设施的底层性能指标埋点开发及性能优化；
2、负责混合部署场景下，cpu 调度、内存管理、io 栈等方向的隔离建设及优化；
3、对接 Docker、CRI，与资源调度层协调管理节点资源。
职位要求
. 责任范围涵盖部分AI云原生平台的基础技术领域，包括但不限于运行时、存储、网络以及AI芯片等；
2. 根据模块目标以及架构完成具体技术方案设计与开发；
3. 负责相关模块的集成以及质量保障；
4. 负责相关模块的综合优化，包括但不限于可用性、安全性、可扩展性；
5. 负责相关领域的能力落地。
","任职要求：
1. 本科及以上学历，有较强的操作系统、网络、数据结构与算法、编译等计算机相关专业知识背景；
2. 熟悉Golang/C/C++/Java/Python至少一项，且有相关研发经验；
3. 有独立思考和解决研发阶段问题的能力以及对新技术的适应能力；
4. 熟悉云原生领域；对云原生相关技术如k8s/docker有深入了解者优先；
5. 熟悉linux下的开发环境，了解一般问题的定位方向和手段；
6. 对负责的模块有较强的责任心。
"
141,算法工程师,WEB前端开发工程师,25-35k,杭州,3-5年-统招本科-前端开发-架构设计-框架开发-框架设计-架构开发-HTML-Javascript,3-5年-统招本科-前端开发-架构设计-框架开发-框架设计-架构开发-HTML-Javascript,长春某大型合资汽车公司,汽车零部件及配件-融资未公开-10000人以上,杭州,汽车零部件及配件-融资未公开-10000人以上,,
142,算法工程师,c++服务端开发,25-45k·13薪,广州-海珠区,3-5年-本科-mysql-lua-redis-mongodb-数据库,3-5年-本科-mysql-lua-redis-mongodb-数据库,英雄互娱科技股份有限公司,游戏-科创板上市-1000-2000人,广州-海珠区,游戏-科创板上市-1000-2000人,"岗位职责：  
1、负责服务器系统功能开发，参与游戏性能优化。  
2、根据设计文档或需求说明进行评估和更正并完成代码编写，调试，测试和维护。  
3，分析并解决软件开发过程中的问题，配合团队完成维护工作和功能更新。    

","任职要求：  
1，计算机相关专业本科及以上学历，3年及以上游戏服务器开发经验。  
2，熟悉MySQL,Redis以及Mongodb数据库；  
3，具有扎实的C基础，熟悉Lua或其他脚本语言，有良好的数据结构与算法设计基础，熟悉网络，多线程/多进程模型等，良好的编码风格；  
4，必须有线上产品稳定运营维护两年以上经验；  
5，具有良好的沟通技巧，对项目有责任心，热爱游戏。"
143,算法工程师,C/C++-南京（线上面试，试用期全薪）,15-30k·14薪,南京,经验不限-本科,经验不限-本科,某大型世界500强通信设备公司,通信设备-融资未公开-10000人以上,南京,通信设备-融资未公开-10000人以上,,
144,算法工程师,Go开发工程师,30-50k,北京,3-5年-本科-C++-Golang-Java-分布式数据库-后端开发-云平台,3-5年-本科-C++-Golang-Java-分布式数据库-后端开发-云平台,某北京大型互联网公司,互联网-不需要融资-10000人以上,北京,互联网-不需要融资-10000人以上,"Go/Java/C++开发工程师-存储服务部  
工作职责：
1、参与公司存储平台、分布式数据库平台建设，新技术研究以及实施；
 2、主要技术方向包括：分布式对象存储、分布式KV存储、共享文件系统、分布式关系型数据库；
 3、负责分布式系统的需求分析，技术调研，方案设计，代码编写以及优化等工作。
","任职要求：
1、熟练掌握一门编程语言(Golang/Java/C++) ；
2、熟悉常用的数据结构与算法，并能灵活运用与解决实际业务问题；
 3、有分布式存储、分布式数据库开发经验优先 ；
4、有Rocksdb存储引擎研究、开发经验优先 
5、对Linux系统、优秀开源项目有深入研究优先 ；
6、有较好的团队协作能力，对技术有极客精神，有极强的学习能力。"
145,算法工程师,游戏服务端开发工程师,20-40k,广州-天河区,经验不限-学历不限-服务器开发-框架开发-框架设计-Python-C++,经验不限-学历不限-服务器开发-框架开发-框架设计-Python-C++,某广州大型游戏产业公司,游戏-战略融资-500-999人,广州-天河区,游戏-战略融资-500-999人,,
146,算法工程师,研发经理,20-30k,珠海-金湾区,5-10年-本科-软件开发-技术支持-团队管理,5-10年-本科-软件开发-技术支持-团队管理,某国内大型电子/半导体/集成电路公司,电子/半导体/集成电路-战略融资-500-999人,珠海-金湾区,电子/半导体/集成电路-战略融资-500-999人,"岗位职责：

(1)熟悉会议系统及周边产品研发从市场调研、需求分析、可行性评估、立项、产品开发实现的完整流程；
(2)负责会议系统及周边产品的开发、技术预研、生产技术指导、工程技术指导、技术培训；
(3)负责会议系统及周边产品（中控矩阵、大屏、无纸化会议系统等）OEM/ODM技术指导、协助采购部门选型及技术判定；
(4)日常对研发团队进行有效管理；
(5)其他公司要求交办的事项；


","任职要求：
(1)统招本科及以上学历，计算机、软件工程、电子、自动化等相关专业；
(2)掌握计算机体系与结构、软件工程、数据结构与算法的知识;
(3)熟练掌握C与C++语言，熟悉WPF框架及开发环境，掌握TCP/IP协议;
(4)熟练掌握SQL或MYSQL数据库应用;
(5)熟练掌握常见嵌入式操作系统、熟练掌握主流CortexM0/M3/M4架构32位单片机、KeiluV5开发环境、AD电路板设计软件;
(6)有五年以上会议系统产品开发经验，熟悉会议管理软件、音视频系统经验者优先;
(7)有三年以上研发团队管理经验和项目管理经验；"
147,算法工程师,AI算法优化开发专家/工程师,30-60k·15薪,上海-闵行区,5-10年-统招本科-cuda-tensorrt-算法优化-自动驾驶-GPU,5-10年-统招本科-cuda-tensorrt-算法优化-自动驾驶-GPU,斑马网络技术有限公司,互联网-1000-2000人,上海-闵行区,互联网-1000-2000人,"岗位职责： 
-负责智驾算法在GPU/DLA等算力平台上的部署，包括模型量化、模型剪枝等技术 
-负责智驾算法端到端性能优化，包括子图优化、算子优化、模型前后处理优化等技术 
-与算法团队紧密合作，从性能/精度/部署成本等维度为算法团队提供输入和指标要求 
-负责智驾整系统性能调试与优化，解决资源占用、资源竞争等问题，确保整系统达到上车指标
","任职资格
-硕士5年以上工作经验，含2年以上AI高性能计算开发经验，且在GPU领域有2年以上开发经验 
-熟练掌握C++/CUDA等编程语言，扎实的数据结构与算法能力，熟悉计算机体系架构等基础知识
-熟悉Xavier/Orin计算平台，熟练掌握TensorRT推理引擎，并有GPU/DLA算子开发经验者优先 
-熟悉cuDNN、Cutlass等任一高性能算子库，并有相关开发经验者优先
-良好的发现问题、解决问题、团队协作和沟通能力。
"
148,算法工程师,AI算法优化开发专家/工程师(J10998),30-60k·15薪,成都-高新区,经验不限-硕士-优化算法-算法优化,经验不限-硕士-优化算法-算法优化,斑马网络技术有限公司,互联网-1000-2000人,成都-高新区,互联网-1000-2000人,"职责描述：
  ○ 负责智驾算法在GPU/DLA等算力平台上的部署，包括模型量化、模型剪枝等技术
  ○ 负责智驾算法端到端性能优化，包括子图优化、算子优化、模型前后处理优化等技术
  ○ 与算法团队紧密合作，从性能/精度/部署成本等维度为算法团队提供输入和指标要求
  ○ 负责智驾整系统性能调试与优化，解决资源占用、资源竞争等问题，确保整系统达到上车指标
","任职要求：
  ○ 硕士5年以上工作经验，含2年以上AI高性能计算开发经验，且在GPU领域有2年以上开发经验
  ○ 熟练掌握C++/CUDA等编程语言，扎实的数据结构与算法能力，熟悉计算机体系架构等基础知识
  ○ 熟悉Xavier/Orin计算平台，熟练掌握TensorRT推理引擎，并有GPU/DLA算子开发经验者优先
  ○ 熟悉cuDNN、Cutlass等任一高性能算子库，并有相关开发经验者优先"
149,算法工程师,前端,16-30k·16薪,东莞,经验不限-统招本科,经验不限-统招本科,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,东莞,通信设备-融资未公开-10000人以上,,
150,算法工程师,算法工程师（上海）,15-30k,上海-徐汇区,3-5年-本科-python-tensorflow-caffe-图像处理-人脸识别-机器学习,3-5年-本科-python-tensorflow-caffe-图像处理-人脸识别-机器学习,亿智电子,电子/半导体/集成电路-100-499人,上海-徐汇区,电子/半导体/集成电路-100-499人,"本公司隶属于珠海亿智电子科技有限公司的子公司
分支有北京、上海、深圳
总部已获得A轮融资，有良好的发展前景
智能芯片原厂
中国IC独角兽企业

多元化福利：
周末双休、五险一金、团建旅游、体检、生日会、节日福利、导师培养、轻松融洽的工作环境、办理人才落户、公司提供发展空间和个人成长平台

初创公司，一起成长 ，一起创业。
负责项目：出入口人脸识别/IPC
岗位职责描述：
1.针对具体的产品和场景，优化算法效果 
2.负责算法移植和大客户算法移植支持 

","任职资格描述：
1.精通C/C++/Python语言，熟悉常见数据结构与算法，熟悉CNN/RNN基本原理      
2.有图像处理、机器学习和深度学习工作经验，有caffe或tensorflow开发经验    
3.具备良好的英语听说读写能力，沟通能力和团队协作能力                       
4.有海思平台算法移植开发经验优先"
151,算法工程师,服务端开发工程师,12-20k·13薪,广州,经验不限-大专-游戏-c++-mysql-数据库-python-mongodb-lua,经验不限-大专-游戏-c++-mysql-数据库-python-mongodb-lua,星辉游戏,游戏-500-999人,广州,游戏-500-999人,,
152,算法工程师,前端开发,15-30k·16薪,南京-雨花台区,经验不限-统招本科,经验不限-统招本科,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,南京-雨花台区,通信设备-融资未公开-10000人以上,,
153,算法工程师,unity工程师,15-20k·13薪,厦门-思明区,经验不限-本科,经验不限-本科,数字筑真科技,医疗器械-A轮-1-49人,厦门-思明区,医疗器械-A轮-1-49人,,
154,算法工程师,Erlang服务器端高级工程师,25-35k·13薪,广州,3-5年-统招本科-erlang-mysql-linux-数据库-java,3-5年-统招本科-erlang-mysql-linux-数据库-java,广州四三九九游戏,游戏-融资未公开-1000-2000人,广州,游戏-融资未公开-1000-2000人,"职责描述：
1、使用Erlang语言编写服务器端战斗等核心模块 
2、参与手游项目服务器端框架设计、性能调优等

","任职要求：
1、本科及以上学历，计算机、软件工程相关专业优先； 
2、精通C/C++/lua或Erlang/java，3年以上网络游戏/互联网行业大型项目经验，至少参与1款完整项目的制作；
3、熟悉Linux环境，精通数据结构与算法、Socket编程、多线程编程等； 
4、熟悉至少一种常用数据库，如MySQL的设计、开发与优化； 
5、良好的沟通能力与团队协作能力，高度的工作责任心和敬业精神。"
155,算法工程师,c++,20-30k·13薪,宁波-奉化区,1-3年-本科-STL-C++,1-3年-本科-STL-C++,宁波联河光子技术有限公司,电子/半导体/集成电路-1-49人,宁波-奉化区,电子/半导体/集成电路-1-49人,"岗位职责：
1、设备PCIe信号采集卡相关信号的处理程序、传输程序的开发；
2、基于PC的C++服务端/客户端程序开发；
3、软件问题定位，性能优化；
4、开发文档撰写维护。
","任职要求：
1、本科及以上学历，计算机、软件、电子、自动化、通信等相关专业；
2、2年以上C++开发经验，熟悉STL和常见的设计模式，熟悉多线程编程，有扎实的数据结构与算法基础；
3、熟悉PCIe通信原理，有PCIe相关信号处理项目经验者优先；
4、良好的编码规范和习惯，良好的自学能力，对技术保持热情。"
