序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
55,算法工程师,运维工程师 | Operation Engineer(J12936),10-20k·15薪,合肥-蜀山区,经验不限-本科-Oracle,经验不限-本科-Oracle,长鑫存储技术有限公司,电子/半导体/集成电路-2000-5000人,合肥-蜀山区,电子/半导体/集成电路-2000-5000人,"职责描述：
1. 自动派工系统运维；
2. 自动派工系统功能测试；
","任职要求：
1. 本科及以上学历；
2. 精通生产制造相关业务知识及相关IT技能；
3. 熟悉RTD系统优先；
4. 精通C#开发语言；
5. 熟悉Oracle数据库及SQL；
6. 具备较强的业务理解能力、逻辑分析能力、解决问题的能力，和团队协作能力;
7. 熟悉常见数据结构与算法，有机器学习背景优先。"
56,算法工程师,java开发工程师,15-30k·14薪,成都,1-3年-统招本科-Java-Python-C语言-C++-XHTML-Spring-Spring Boot-Javassist-Spring MVC-IT/信息化领域,1-3年-统招本科-Java-Python-C语言-C++-XHTML-Spring-Spring Boot-Javassist-Spring MVC-IT/信息化领域,某上海大型专业服务公司,专业技术服务-融资未公开-10000人以上,成都,专业技术服务-融资未公开-10000人以上,,
57,算法工程师,CDN调度研发工程师（国央企）,30-40k,北京,5-10年-本科-CDN-DNS-HTTP,5-10年-本科-CDN-DNS-HTTP,某北京大型计算机软件公司,计算机软件-A轮-1000-2000人,北京,计算机软件-A轮-1000-2000人,,
58,算法工程师,Java开发工程师（天星银行）,25-35k·14薪,深圳-南山区,5-10年-统招本科-后端开发-框架设计-框架开发-系统开发-MongoDB-Redis-MySQL-Docker-Kubernetes,5-10年-统招本科-后端开发-框架设计-框架开发-系统开发-MongoDB-Redis-MySQL-Docker-Kubernetes,深圳高登世德数字科技有限公司,其他金融,深圳-南山区,其他金融,"岗位职责：
1.参与千万级基础应用后端服务, 负责项目建设与需求跟进;
2.参与服务优化, 负责建设高并发,高可用系统;
3.参与服务端基础组件研发,核心架构建设, 负责技术调研,技术方案实施与研发;
4.参与公共基础服务研发, 负责如银行企业网银，权限系统，内管系统等项目的建设与研发;
5.难点攻克, 自我提升, 团队建设;


","任职要求：
1.本科及以上学历，计算机以及相关专业，至少8年以上 Java 后端研发经验,具备扎实的抽象能力,设计能力及测试思维;
2.熟练使用 Spring boot、Spring Cloud、Docker、Kubernetes;
3.熟练使用 MySQL MongoDB Redis 存储技术, 了解各存储特性;
4.熟悉 Linux 平台常用操作命令及服务器相关知识, 有编写脚本能力;
5.扎实的 Java 基础及数据结构与算法基础, 熟悉计算机及网络相关知识;
6.熟悉企业网银开立，转账，发薪，外汇等相关业务，具备银行系统或金融相关行业开发经验优先;
7.熟悉分布式系统常见技术及RPC框架。"
59,算法工程师,前端开发,18-35k·15薪,西安-雁塔区,经验不限-统招本科,经验不限-统招本科,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,西安-雁塔区,通信设备-融资未公开-10000人以上,,
60,算法工程师,软件开发工程师,10-20k,北京-海淀区,经验不限-本科-java-数据库-python-微服务-移动端,经验不限-本科-java-数据库-python-微服务-移动端,北京大北农生物技术有限公司,农/林/牧/渔-100-499人,北京-海淀区,农/林/牧/渔-100-499人,"职责描述：
1、 负责公司公共信息化平台的设计，开发，整合以及维护
2、 熟悉敏捷开发，编码规范，负责构建和管理公司代码公共库体系
3、 基于公共数据库等资源，参与公司项目的生物信息数据采集，整理，挖掘和利用
4、 根据公司科研项目的需要，参与需求分析，产品设计以及必要的开发

","任职要求：

1. 计算机相关专业本科及以上学历，具有3年以上软件开发工作经验者优先；
2. 熟练掌握Java和python编程语言，全面理解计算机基础知识，包括数据结构与算法、操作系统、网络、数据库等；
3. 具有较好的学习习惯，较强的执行力和抗压能力，较好的团队协作意识和沟通协调能力。
"
61,算法工程师,架构师,55-80k·14薪,上海-闵行区,10年以上-统招本科-架构设计-系统设计-技术支持-团队管理-JVM,10年以上-统招本科-架构设计-系统设计-技术支持-团队管理-JVM,NIO蔚来,新能源汽车-港股上市-10000人以上,上海-闵行区,新能源汽车-港股上市-10000人以上,,
62,算法工程师,Java研发工程师,30-40k,北京,5-10年-本科-Spring-Mybatis-MVC-JVM-架构设计,5-10年-本科-Spring-Mybatis-MVC-JVM-架构设计,某北京大型计算机软件公司,计算机软件-A轮-1000-2000人,北京,计算机软件-A轮-1000-2000人,,
63,算法工程师,CDN流媒体技术研发工程师（国央企）,30-40k,北京,5-10年-本科-服务器开发-架构设计-架构开发,5-10年-本科-服务器开发-架构设计-架构开发,某北京大型计算机软件公司,计算机软件-A轮-1000-2000人,北京,计算机软件-A轮-1000-2000人,,
64,算法工程师,Java开发工程师（央企）,20-40k·15薪,北京-西城区,5-10年-统招本科-Java-C++-后端开发-J2EE-Tomcat-Boost-Spring MVC-Spring Boot-SQL-金融领域,5-10年-统招本科-Java-C++-后端开发-J2EE-Tomcat-Boost-Spring MVC-Spring Boot-SQL-金融领域,某知名公司,其他商务服务业,北京-西城区,其他商务服务业,"
一、岗位职责：
负责公司项目开发及软件生命期管理，包括：需求分析、技术解决方案设计、架构设计、概要设计/详细设计、代码实现。优化系统架构与功能，保证系统的可扩展、高可用和安全稳定。
二、","岗位要求：
1.计算机、软件工程、电子、通信、自动化等全日制本科（含）以上学历，985、211学校优先。
2.熟悉Java、C/C++等一门或多门编程语言，熟悉J2EE、.NET、C#等一种或多种开发平台框架，熟悉常用数据结构与算法，有开发团队管理经验者优先。
3.熟悉分布式微服务架构，有分布式开发经验，对发布式环境下的事务、消息、流程、数据存储、搜索引擎、流程引擎等有实际设计、开发能力。
4.熟悉Linux操作系统，掌握IO、TCP/IP通讯原理，多线程、Spring MVC、MyBatis、Spring Boot、Redis、MQ等。
5.熟悉Tomcat、Weblogic或Websphere等应用服务器中的一种。
6.熟悉常见关系型数据库或国产数据库中的一种。
7.热爱软件设计与开发，积极上进，逻辑思维能力、学习能力强，能够不断学习和自我激励，能承受较强工作压力。善于沟通交流，具有良好的团队合作精神和协作能力。
8.拥有金融、大型房地产企业或大型互联网公司软件开发工作经验者优先；有不动产投资、住房租赁运营系统、金融资管系统开发经验者优先。"
65,算法工程师, Go/C++ 开发工程师-存储服务部   ,35-50k·15薪,北京-朝阳区,5-10年-统招本科-Golang-C++-后端开发-人工智能领域-IT/信息化领域-电商领域-商业信息化-大数据领域-云计算领域-Java,5-10年-统招本科-Golang-C++-后端开发-人工智能领域-IT/信息化领域-电商领域-商业信息化-大数据领域-云计算领域-Java,某北京知名互联网公司,互联网-融资未公开-10000人以上,北京-朝阳区,互联网-融资未公开-10000人以上,"工作职责：
1、参与公司存储平台、分布式数据库平台建设，新技术研究以及实施；
2、主要技术方向包括：分布式对象存储、分布式KV存储、共享文件系统、分布式关系型数据库；
3、负责分布式系统的需求分析，技术调研，方案设计，代码编写以及优化等工作。
","任职要求：
1、熟练掌握一门编程语言(Golang/Java/C++) ；
2、熟悉常用的数据结构与算法，并能灵活运用与解决实际业务问题；
3、有分布式存储、分布式数据库开发经验优先 ；
4、有Rocksdb存储引擎研究、开发经验优先 ；
5、对Linux系统、优秀开源项目有深入研究优先 ；
6、有较好的团队协作能力，对技术有极客精神，有极强的学习能力。

"
66,算法工程师,Java,15-20k,武汉-东西湖区,1-3年-本科-Java,1-3年-本科-Java,某武汉制药上市公司,制药-已上市-10000人以上,武汉-东西湖区,制药-已上市-10000人以上,,"任职要求：
1、具有物流供应链相关系统开发经验，具备成熟的物流供应链相关解决方案。
2、要有深度参与多线程、分布式、高并发、高负载、高可用性、系统调优的相关经验。
3、要有saas平台0到1的研发经验，能独立分析和解决问题。
4、优化过复杂sql，处理过千万级别数据。
5、具备springcloud+springboot微服务开发经验，具有一二线大厂经历。
6、掌握Java语言，包括基本语法、数据类型、流程控制、面向对象编程、泛型编程、异常处理等知识。
7、熟悉Java的常用设计模式，能够根据实际需求选择合适的设计模式并进行应用。
8、熟悉常用的数据库系统，能够进行数据库设计和SQL。
9、掌握数据结构与算法。
10、掌握分布式理论知识、缓存、消息、RPC等工具的用法和原理。


岗位职责：
1.负责基础架构研发或各类应用系统的需求分析、设计、开发等工作；
2.评估系统实现难度，提供可行性方案；
3.结合实际业务需要，主导、参与新技术、新课题的研究与开发；
4.善于分析系统问题，持续提升优化系统性能，保证系统运行的安全、稳定与效率；
5.负责或参与初级工程师的指导、培训，把控项目推进的时效与质量；
6.对现存或未来系统进行思考与规划，提供统一的框架、平台或组件方案；"
67,算法工程师,全栈工程师,15-20k·15薪,武汉,3-5年-硕士-jQuery-Vue-SpringMVC-JVM-Spring-模块开发-CSS-Javascript-HTML-Eclipse,3-5年-硕士-jQuery-Vue-SpringMVC-JVM-Spring-模块开发-CSS-Javascript-HTML-Eclipse,某武汉知名公司,房地产开发经营-融资未公开-10000人以上,武汉,房地产开发经营-融资未公开-10000人以上,"岗位职责：
1、负责项目或产品功能模块的分析设计，完成详细设计文档、开发等工作；
2、负责关键代码开发和优化，承担产品和项目中重点、难点的技术攻坚，保障产品和项目顺利完成；
3、协助完成对相关课题的技术支撑。
","任职要求：
1、具有3年以上软件开发工作经验；
2、熟练掌握基本的设计原则和设计模式，熟悉常用数据结构与算法；
3、具备扎实的Java功底，掌握JVM运行原理，深入理解面向对象编程；
4、基本掌握Spring、SpringMVC、Spring Boot、Hibernate、Mybatis框架；
5、熟练使用Mysql、Oracle、Redis、MongoDB数据库开发；
6、精通HTML、CSS、Javascript、Jquery、Vue,Json前端技能；
7、熟练使用Maven、SVN或Git、Eclipse、IntelliJ IDEA等常用开发工具；
8、基本掌握Linux系统，能在其上开发及部署应用；"
68,算法工程师,Java工程师,20-30k,广州,3-5年-本科-Java,3-5年-本科-Java,某知名公司,,广州,,,"岗位要求：
1. 精通java语言及常用编程设计模式
2. 熟悉spring及常用开发框架如guava等
4. 熟悉mysql、mongodb、elasticsearch
5. 了解大数据及数据提取
6. 了解javascript并具备页面开发能力

注：部署运行环境：jdos jdk1.8+tomcat，

任职要求：

1.统招本科以上学历，4年及以上Java开发经验，熟悉网页后端功能开发者优先，具备大型SaaS应用服务器程序、分布式、可扩展系统开发经验者优先；
2.精通Java，并能熟练使用相应的开发框架；
3.熟悉Redis，MongoDB等NoSQL数据库，精通数据结构与算法；
4.熟悉SpringBoot，Spring Cloud等框架；
5.熟悉MySQL等主流数据库配置部署、能进行数据查询优化；
6.熟悉Tomcat配置和管理，Git源码管理；
7.熟悉Linux，熟悉常用命令及Shell；"
